text,keywords
weve been good im not liking the snow right now was getting used to the nice springlike weather  how about you,"['happy', 'happy', 'happy']"
armstrong what a pity youtube is currently blocked in china  i cant see the vids,['pos_hp']
what happened to your show it was the hightlight of my life,[]
this is the best leather sofa in the world  its in the office though which means im still here working,['pos_hp']
still  more days until my internet gets uncapped,['pos_hp']
if he doesnt get better in a few days he could have something lodged in his belly,[]
i love my atekinzz so much ampamp i soo miss her,['friendly']
i wanna sneak into the zoo and play with the kitties,['interested']
oh no  hope youre not getting sick too,['confident']
i dont think i can cause its my cousins birthday party,[]
our sweet little man just fell asleep while waiting up for daddy and big brother to get home  poor baby he missed them so much today,"['happy', 'sadness']"
the angel is going to miss the athlete this weekend,[]
trust is hard,['confident']
have watched that considering today yaknow shawnna tomomorrowi need my bestfriend,[]
grr i want to keep reading but if i do i wont have anything left to read,['interested']
atekinzz where in the world are you,[]
no u supposed to be my date,[]
pears amp brie bottle of cabernet and quotwin a date with tad hamiltonquot oh gawwd my life flashed forward to when im  with my  cats,[]
crap i need more dresses too,[]
yeah i know it was horrible ugh saddening,['friendly']
geez ur no fun are you,[]
i wanna be in a punk rock band again,[]
thats a lot of angst for a tuesday afternoon,[]
im very glad britney isnt crazy anymore that was one hell of a show now im sad that its over  next upap at cook county,"['happy', 'sadness']"
has a huge headache omg i feel like crap,['interested']
sorry,['sadness']
sorryi was rooting for them too,[]
man that took forever,[]
i see,['pos_hp']
i am listing more items on ebay to sell  takes forevermeanwhile coleman is watching the hills season premier without me,[]
just got my presentation done  slides done  im crying for this week will be the hardest of all weeks,['happy']
just lost,['happy']
i dont like the previously on skins thing that starts at season two i like it when it went straight into the intro like before,[]
i wish i was thereim pretty good at scaring the shit out of people,['happy']
going to sound vain but running out of my fav lip gloss,['happy']
never again will i click on a link that screams quotim a spider im a spiderquot i should have known better yucky,[]
why is that when you have time off from work you get sick,['interested']
same imac came out  more in indonesia than the states,[]
dammit i need to stop buying furniture,[]
sil no i was half asleep and turned off the laptop after that,[]
death is peaceful  life however bites,[]
i think  lost the net  sure hope not,"['confident', 'confident']"
and test footage with my girlfriend in hd the dark one is underxposed,[]
such a tough game to watch tonight for state  finally going to bed after also staying up to watch the season premiere of the hills,"['sadness', 'pos_hp', 'friendly', 'pos_hp']"
seems jruby support for hpricot is now two versions behind,[]
unlike my sisteri still dont have one,['pos_hp']
fraking app store is pissing me off,[]
logging out i need to study,['interested']
anyone else having problems accessing ttb i cant get on,[]
i strongly dislike people who make stupid comments and dont know the whole story,"['interested', 'friendly']"
im sorry emma is swarley a goldfish im sad for u,"['sadness', 'sadness']"
all my tweets are already gone arent they  missed you guys tonight,[]
cant sleep again face is kinda swollen dont let me be allergic to the thing thatll get me to thursday school tomorrow doubtful,['insecure']
thedog if izzys on the cat tree shell stare him down but if shes on the floor he chases and she runs,[]
i am officially banning from my comp my head hurts from the small print and i wasted  that couldve happily gone to boba,[]
pretty much just scary for me,['happy']
mines too im finding it well hard to get fit,['happy']
good morning ready  go but i want  go back  bed,"['happy', 'interested', 'interested', 'friendly']"
hates waiting for mails,[]
wheat bread from the dollar store just doesnt toast nicely  going over my taxes and calling it an early night,['happy']
why kutner i mean i knew something was going to happen to someone but it was so sad i lt house and it was well done but im still sad,"['sadness', 'happy', 'pos_hp', 'sadness']"
aw ok goonite,[]
ill so i cant go to the cinema,['interested']
fell asleep really didnt mean too  christina,[]
hey you remember that time we used to be friends ugh vomit sick  i need sleep,[]
my lymph nodes are as massive as rahm emanuels balls right now,['happy']
oh no my computer sucks i dont think ill be able to listen to the xbox  fancast tonite,[]
is missing playing my trumpet,[]
my throat is still really sore i was meant to be going on a  day camp from friday but not so sure now,"['pos_hp', 'confident']"
i know exactly how you feel,['friendly']
at work,['interested']
well bed time now  am sighs back to  am mornings for a week on wednesday,"['happy', 'friendly']"
jesus camp yeah,[]
oh no with everything that happened today i forgot we were going dress shopping for the opera tomorrow,[]
turtles are better than my mac  lasts longer and moves faster,[]
i am soaked this is not pleasant,[]
sorry to hear about maggie thoughts to your mum,['sadness']
you may have to email this one to me  i hope you feel better,['confident']
dead  yu gettin on wen im leavin,['uninterested']
please tell me thats somewhere close to california lol,[]
where are you,[]
stupid arranged marriages ill convert so you can marry melove you,[]
well he said that he is a looser and that is what the show implies,['happy']
poor sandra cantu amp the cantu family my prayers go out to them what a sick world we live in she was only,['interested']
fuck omg  austins always there though man lt love you,"['friendly', 'friendly']"
i cried so hard when matthew died,[]
sad that the feet of my macbook just fell off  sad that the feet of my macbook just fell off,"['sadness', 'happy', 'sadness', 'happy']"
why am i the last to find out about these things like that youre on the twitter too,['pos_hp']
absolutely not,[]
filled with curry  the true indian in me is coming out,[]
im so cold right now,['happy']
lol i kant believe cam got beat upp so embarasin,['confident']
good knight hun looking forward to ur tweets again hate that i keep missing out on the fun cuz of the time difference,"['happy', 'unfriendly']"
tumblr this is exactly how it feels wearing a ïtieï,[]
hahaa i just realized quotimpunequot definitely isnt the word i wanted dang im so unclever,['happy']
watching old videos of dance team and such makes me miss it,[]
wahh  no csi anywhere dvred i love money  though  gonna watch it then sleep  goodnight tweeterslt,"['friendly', 'pos_hp']"
struggling hard with inventory,[]
do you hate us please dont,['unfriendly']
haha im not that ballin i still got bills to pay,['pos_hp']
im in one of those days when i really just want to work from home  crap,"['happy', 'interested']"
ewog waitis it a game or just episodes im so confused,['happy']
