text,keywords,text profane
so pissed right now mixed with misery i fucking hate bitches,unfriendly,True
fucking hate this consumer psychology assignment,unfriendly,True
so why was shane dawsons video flagged so gay i didnt get to see it,unfriendly,True
i dont think anyone understand the pain this is causing me  i hate technology right now fuck u twitter,unfriendly,True
about to go to sleep early screw algebra ill try to do it in the morning  i hate how im always tired its such a shame,unfriendly,True
xd i was but its being gay so not anymore i found ohs slow song its good,unfriendly,True
i hate not being at school  you miss out on shit,unfriendly,True
im pretty pissed that i wont get to see  tonight but whatever have a good show lily,unfriendly,True
im so upset the season finale of house was so fucking sad he has officially lost his mind,unfriendly,True
haha poor thing  im sorry god i hate those old goatsie bitches,unfriendly,True
is really angry at her kitchenaid mixer also really pissed at csaa bad mood mare,unfriendly,True
yay for rock band  ugh school monday damn,unfriendly,True
ew my hair is so screwed ahahah i hate my life,unfriendly,True
yea im pissing every friend on my facebook with status so i come here where changing status is all about  asot,unfriendly,True
ughh im missing hella shit this weekend foating down the river  girls gone wild is here pwahahhaha,unfriendly,True
i just saw a man with bigger boobs than me haha man i hate my lifee,unfriendly,True
my favorite thing about lost is that when someone dies theyre actually dead none of that heroes shit oh locke you are the devil,unfriendly,True
someone really piss me off i hate the people who like to speak ills behind me,unfriendly,True
i hate literature  im bored as hell,unfriendly,True
found danas gi but now i have to wash two complete ones  drying is gonna be a pain in the ass  thats what i get for being forgetful,unfriendly,True
grr latelatelate i have to shower then get ready and leave at  to get into school i fucking hate it catchyeh mcfly x,unfriendly,True
omg i wanted to go fucks you all my friends hate the pussycat dolls,unfriendly,True
whut the fuck is that smell i hate public transport,unfriendly,True
that is pretty damn unfair and rude too i dont blame you for being upset  cuddles,unfriendly,True
fucking pulled muscles again  so much pain,unfriendly,True
am well pissed off today totally on a downer  hate everything  boo fecking hiss,unfriendly,True
hey why is she pissed does she think i like being sick gah i hate sport teachers  x,unfriendly,True
just pwned the fuck out of some solitare,unfriendly,True
damn it i really hate waking up in pain,unfriendly,True
says binwei is retarded,unfriendly,True
yeah i have one now hate writing this cv crap we need to do the code of conduct too,unfriendly,True
shit i hate ap testing ugh im dreading this,unfriendly,True
im bored as hell and still in pain from my vasectomy,unfriendly,True
aww poor danny  go fuck that gay adam i seriously hate you,unfriendly,True
ich liebe kunst aber i get crap marks for it  rahh i hate theory,unfriendly,True
xx exactly im hell devo i lovesd that guy ahh i hate her  ahah atleast someone knows my frustration you going saturday,unfriendly,True
im feeling your pain friend working on last minute crap myself boohoohoo,unfriendly,True
so am i you should get your ass online please,unfriendly,True
shit i hope u guys didnt get into trouble about dicko,unfriendly,True
i am working tonight  cos men are a pain in the ass and wouldnt know what a days work would feel like if it bit them on the nose,unfriendly,True
i just watched really really it was funny as hell cant wait to keep track of it,unfriendly,True
damn the freakin bad weather has hit some areas and now it comming towards my area i hate it bye bye weekend,unfriendly,True
got x working on external monitor finally configuring xorg is such a pain in the ass,unfriendly,True
so we wish them backand then they start that shit up again the minute they walk in the door,unfriendly,True
im relaxing until i meet up wit fay nasty later lol thats my bitch,unfriendly,True
quotoh my god is that his package it looks like a fucking fishquot loltatz ftw,unfriendly,True
let loose an epic scream damn it felt good although the throat is rather scratchy stop using me as a problem dump people,unfriendly,True
argh i wish my printer would fcking work  i hate you brother dcpc pile of crap,unfriendly,True
i hate ie  all my work looks like crap in it,unfriendly,True
itsparris ahaha let me high five your ass please  going to bed,unfriendly,True
just spent a shitload on a bus ticket i fucking hate buses i dont even know where im going,unfriendly,True
oh god i fuckin hate drama ugh what a fuckin day,unfriendly,True
i hate being sick  i dont even know how to analyse the damn caretaker because i feel like death,unfriendly,True
fucking hate not being able to get ahold of people,unfriendly,True
tummy so full but i still want to eat  hate that feeling was thanked for speaking up about retarded morning crew i can has raise now,unfriendly,True
i hate that my best friend is sad as fuck,unfriendly,True
wow tattoo pain and i feel like crap,unfriendly,True
kenya what the hell is in kenya ps what the fuck happened to tx  angry,unfriendly,True
i get better internet reception out in sandbridge than i do at home  i fucking hate my damn wireless router er more like it hates me,unfriendly,True
yall are playing some kick ass music tonight  love the s and love the  new kids too  awesome,unfriendly,True
myspace is pissing me offkeeps closing the page on me before i even get to log on,unfriendly,True
this dirty martini is damn good though,unfriendly,True
my apt is spotless n im twittering again dang this shits like crack cocaine i wanna fuck jason  im so angry,unfriendly,True
fuck you rashes  i hate being allergic to grass gah,unfriendly,True
i hate that i worry about stupid shit all the time x  rx,unfriendly,True
i dont understand the world i feel like such shit right now  i just wanna sleep for a few days this not sleeping is a big problem,unfriendly,True
why is the sims being so flipping annoying,unfriendly,True
i dedicate part  to some ass for woah ohnow everybody knows,unfriendly,True
is  twist motha fuckaz,unfriendly,True
yeah you two hooked me with the first church of internetology vid amp i shared w him were both diggin ur shit,unfriendly,True
ughh i hate waking up so damn early  on my way  work now  bo,unfriendly,True
in the fucking morning i cant sleep keep thinking about cinema bizarre show and how i might get to meet them,unfriendly,True
bloody hell why cant anything be easy all i wanted to do was buy a dvd for my friends birthday i dont know why i bother,unfriendly,True
so much pain  what the fuck did i do to my neck last night lol,unfriendly,True
