Word,Valence,Arousal,Dominance,Category,Flair,Stanza
nurtures,0.28800000000000003,0.3,0.275,,POSITIVE,POSITIVE
familial,0.28800000000000003,0.3,0.275,,POSITIVE,NEUTRAL
actor,0.653,0.561,0.629,,POSITIVE,NEUTRAL
centered,0.055999999999999994,0.67,0.15,,POSITIVE,NEUTRAL
actress,0.633,0.556,0.596,,POSITIVE,NEUTRAL
actual,0.7290000000000001,0.4,0.716,,POSITIVE,NEUTRAL
an,0.892,0.5489999999999999,0.743,confident,POSITIVE,NEUTRAL
actuality,0.75,0.46399999999999997,0.6,,POSITIVE,NEUTRAL
taken,0.061,0.6709999999999999,0.16,,NEGATIVE,NEGATIVE
tools,0.32899999999999996,0.28600000000000003,0.3,,POSITIVE,NEUTRAL
actuary,0.51,0.40399999999999997,0.491,,POSITIVE,NEUTRAL
thats,0.89,0.55,0.736,confident,POSITIVE,NEUTRAL
went,0.065,0.672,0.158,,POSITIVE,NEUTRAL
acuity,0.469,0.37799999999999995,0.741,,POSITIVE,NEUTRAL
yourself,0.884,0.551,0.745,confident,POSITIVE,NEUTRAL
acumen,0.564,0.66,0.679,,POSITIVE,NEUTRAL
acupuncture,0.531,0.324,0.5489999999999999,,POSITIVE,NEUTRAL
acute,0.42700000000000005,0.652,0.534,,POSITIVE,NEUTRAL
acutely,0.41700000000000004,0.5429999999999999,0.491,,POSITIVE,NEUTRAL
ad,0.521,0.705,0.5579999999999999,,POSITIVE,NEUTRAL
surrounds,0.4,0.34299999999999997,0.32899999999999996,,POSITIVE,NEUTRAL
adage,0.517,0.415,0.5660000000000001,,POSITIVE,NEUTRAL
adamant,0.344,0.529,0.575,,POSITIVE,NEUTRAL
adapt,0.74,0.355,0.551,,POSITIVE,NEUTRAL
overtaking,0.061,0.6659999999999999,0.158,,NEGATIVE,NEUTRAL
adaptable,0.735,0.423,0.6409999999999999,,POSITIVE,POSITIVE
adaptation,0.6629999999999999,0.365,0.609,,POSITIVE,NEUTRAL
juss,0.888,0.551,0.743,confident,POSITIVE,NEUTRAL
another,0.059000000000000004,0.6679999999999999,0.155,,POSITIVE,NEUTRAL
add,0.728,0.49,0.5539999999999999,,POSITIVE,POSITIVE
sluts,0.89,0.552,0.737,confident,NEGATIVE,NEUTRAL
added,0.562,0.405,0.509,,POSITIVE,NEUTRAL
whited,0.3,0.28800000000000003,0.3,,NEGATIVE,NEUTRAL
marcia,0.3,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
lusk,0.3,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
kanye,0.893,0.544,0.74,confident,POSITIVE,NEUTRAL
lisa,0.3,0.28800000000000003,0.3,,POSITIVE,NEUTRAL
xxxx,0.3,0.3,0.314,,POSITIVE,NEUTRAL
to,0.885,0.5429999999999999,0.738,confident,POSITIVE,NEUTRAL
sponsors,0.3,0.3,0.314,,POSITIVE,NEUTRAL
matched,0.3,0.3,0.314,,POSITIVE,NEUTRAL
addendum,0.392,0.37,0.418,,NEGATIVE,NEUTRAL
adder,0.38799999999999996,0.461,0.588,,POSITIVE,NEUTRAL
recently,0.062,0.674,0.155,,POSITIVE,NEUTRAL
weeknd,0.892,0.552,0.738,confident,POSITIVE,NEUTRAL
addict,0.075,0.696,0.327,,NEGATIVE,NEUTRAL
who,0.889,0.545,0.74,confident,POSITIVE,NEUTRAL
companies,0.31,0.29,0.3,,POSITIVE,NEUTRAL
heroes,0.885,0.544,0.738,confident,POSITIVE,POSITIVE
addicted,0.156,0.7120000000000001,0.483,,POSITIVE,NEUTRAL
organizations,0.31,0.29,0.3,,POSITIVE,NEUTRAL
addiction,0.18,0.8059999999999999,0.42,,NEGATIVE,NEUTRAL
takes,0.06,0.667,0.15,,POSITIVE,NEUTRAL
addictive,0.302,0.6829999999999999,0.47200000000000003,,POSITIVE,POSITIVE
caseworkers,0.25,0.28,0.3,,POSITIVE,NEUTRAL
addition,0.562,0.373,0.47100000000000003,,POSITIVE,NEUTRAL
additional,0.6729999999999999,0.462,0.526,,POSITIVE,NEUTRAL
wants,0.064,0.672,0.151,,POSITIVE,POSITIVE
additive,0.561,0.633,0.691,,NEGATIVE,NEUTRAL
d,0.887,0.5479999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL
sponsoring,0.31,0.32,0.33,,POSITIVE,NEUTRAL
inc,0.31,0.27,0.28,,POSITIVE,NEUTRAL
address,0.65,0.327,0.5670000000000001,,POSITIVE,NEUTRAL
something,0.06,0.674,0.157,,POSITIVE,NEUTRAL
costs,0.29,0.3,0.3,,NEGATIVE,NEUTRAL
addressee,0.622,0.382,0.5379999999999999,,POSITIVE,NEUTRAL
else,0.06,0.674,0.156,,NEGATIVE,NEUTRAL
addresses,0.51,0.354,0.45,,POSITIVE,NEUTRAL
adept,0.594,0.539,0.789,,POSITIVE,NEUTRAL
adequacy,0.615,0.435,0.7020000000000001,,NEGATIVE,NEUTRAL
adequate,0.8540000000000001,0.264,0.705,,POSITIVE,NEUTRAL
adhere,0.633,0.33899999999999997,0.5539999999999999,,POSITIVE,NEUTRAL
dickinson,0.3,0.28,0.3,,POSITIVE,NEUTRAL
richard,0.3,0.28,0.3,,POSITIVE,NEUTRAL
english,0.06,0.674,0.158,,POSITIVE,NEUTRAL
adherence,0.76,0.307,0.63,,POSITIVE,NEUTRAL
adherent,0.561,0.385,0.555,,POSITIVE,NEUTRAL
adhering,0.612,0.561,0.537,,NEGATIVE,NEUTRAL
exploring,0.32,0.26,0.3,,POSITIVE,NEUTRAL
adhesion,0.521,0.445,0.586,,POSITIVE,NEUTRAL
dedicated,0.314,0.28600000000000003,0.3,,POSITIVE,POSITIVE
adhesive,0.604,0.35,0.413,,POSITIVE,NEUTRAL
ensuring,0.36,0.32,0.33,,POSITIVE,NEUTRAL
adieu,0.25,0.47100000000000003,0.342,,POSITIVE,NEUTRAL
adipose,0.33299999999999996,0.35,0.391,,NEGATIVE,NEUTRAL
unmotivated,0.059000000000000004,0.6709999999999999,0.154,,NEGATIVE,NEGATIVE
interpersonal,0.31,0.32,0.3,,POSITIVE,NEUTRAL
adjacency,0.365,0.41700000000000004,0.375,,NEGATIVE,NEUTRAL
hav,0.8859999999999999,0.5489999999999999,0.742,confident,POSITIVE,NEUTRAL
shouted,0.063,0.667,0.156,,NEGATIVE,NEUTRAL
adjacent,0.645,0.276,0.536,,POSITIVE,NEUTRAL
adjective,0.57,0.316,0.569,,POSITIVE,NEUTRAL
brought,0.062,0.6659999999999999,0.155,,POSITIVE,NEUTRAL
adjoining,0.52,0.4,0.39299999999999996,,POSITIVE,NEUTRAL
adjourn,0.385,0.456,0.475,,POSITIVE,NEUTRAL
sides,0.063,0.6729999999999999,0.154,,POSITIVE,NEUTRAL
respectfully,0.3,0.29,0.29,,POSITIVE,NEUTRAL
ik,0.885,0.547,0.736,confident,POSITIVE,NEUTRAL
campbell,0.3,0.271,0.3,,POSITIVE,NEUTRAL
adjournment,0.43799999999999994,0.51,0.37,,POSITIVE,NEUTRAL
adjudicate,0.5589999999999999,0.52,0.6829999999999999,,POSITIVE,NEUTRAL
actually,0.063,0.675,0.153,,POSITIVE,NEUTRAL
adjudication,0.551,0.462,0.691,,POSITIVE,NEUTRAL
adjunct,0.45899999999999996,0.44,0.426,,POSITIVE,NEUTRAL
adjust,0.647,0.327,0.638,,POSITIVE,NEUTRAL
adjuster,0.51,0.54,0.76,,POSITIVE,NEUTRAL
risks,0.33,0.3,0.33,,NEGATIVE,NEUTRAL
disadvantaged,0.33,0.3,0.33,,NEGATIVE,NEUTRAL
enough,0.065,0.6659999999999999,0.151,,NEGATIVE,NEUTRAL
adjustment,0.59,0.52,0.6609999999999999,,POSITIVE,NEUTRAL
adjuvant,0.51,0.5,0.456,,POSITIVE,NEUTRAL
admin,0.688,0.42,0.8540000000000001,,POSITIVE,NEUTRAL
repairs,0.32,0.29,0.31,,POSITIVE,NEUTRAL
kno,0.8909999999999999,0.547,0.74,confident,NEGATIVE,NEUTRAL
you,0.885,0.546,0.7390000000000001,confident,POSITIVE,NEUTRAL
administer,0.635,0.425,0.86,,POSITIVE,NEUTRAL
anyways,0.893,0.546,0.74,confident,NEGATIVE,NEUTRAL
administration,0.625,0.40399999999999997,0.7859999999999999,,POSITIVE,NEUTRAL
employees,0.33299999999999996,0.322,0.289,,POSITIVE,NEUTRAL
jameson,0.33299999999999996,0.322,0.289,,POSITIVE,NEUTRAL
administrative,0.542,0.415,0.579,,POSITIVE,NEUTRAL
administrator,0.5379999999999999,0.48,0.902,,POSITIVE,NEUTRAL
followback,0.8859999999999999,0.546,0.741,confident,POSITIVE,NEUTRAL
admirable,0.929,0.6,0.87,,POSITIVE,POSITIVE
admiral,0.8440000000000001,0.49,0.847,,POSITIVE,NEUTRAL
admiralty,0.594,0.547,0.733,,POSITIVE,NEUTRAL
aol,0.31,0.29,0.31,,POSITIVE,NEUTRAL
jcfundrzr,0.31,0.29,0.31,,NEGATIVE,NEUTRAL
bray,0.31,0.29,0.31,,POSITIVE,NEUTRAL
admiration,0.9690000000000001,0.583,0.726,,POSITIVE,NEUTRAL
well,0.063,0.674,0.153,,POSITIVE,POSITIVE
admire,0.867,0.6920000000000001,0.7040000000000001,,POSITIVE,POSITIVE
feelin,0.893,0.542,0.745,confident,POSITIVE,NEUTRAL
raiser,0.39,0.38,0.31,,POSITIVE,NEUTRAL
admired,0.917,0.56,0.815,,POSITIVE,NEUTRAL
admirer,0.7959999999999999,0.72,0.65,,POSITIVE,NEUTRAL
admiring,0.867,0.578,0.629,,POSITIVE,NEUTRAL
deciding,0.3,0.275,0.3,,POSITIVE,NEUTRAL
admissibility,0.802,0.58,0.602,,POSITIVE,NEUTRAL
luv,0.889,0.5479999999999999,0.738,confident,POSITIVE,NEUTRAL
admissible,0.78,0.528,0.642,,POSITIVE,NEUTRAL
kickball,0.34,0.32,0.3,,POSITIVE,NEUTRAL
arrives,0.057999999999999996,0.6659999999999999,0.154,,POSITIVE,NEUTRAL
admission,0.802,0.415,0.732,,POSITIVE,NEUTRAL
fixings,0.38,0.35,0.33,,NEGATIVE,NEUTRAL
admit,0.5379999999999999,0.423,0.667,,POSITIVE,NEUTRAL
campers,0.32899999999999996,0.34299999999999997,0.314,,POSITIVE,NEUTRAL
goodnight,0.888,0.551,0.74,confident,POSITIVE,NEUTRAL
admittance,0.69,0.451,0.598,,POSITIVE,NEUTRAL
starts,0.055999999999999994,0.674,0.15,,POSITIVE,NEUTRAL
prizes,0.312,0.3,0.312,,POSITIVE,NEUTRAL
admitted,0.72,0.49,0.767,,POSITIVE,NEUTRAL
admitting,0.62,0.5,0.546,,POSITIVE,NEUTRAL
admixture,0.45,0.375,0.43799999999999994,,POSITIVE,NEUTRAL
products,0.33399999999999996,0.289,0.33399999999999996,,POSITIVE,NEUTRAL
furnishing,0.33399999999999996,0.289,0.33399999999999996,,POSITIVE,NEUTRAL
admonition,0.35700000000000004,0.606,0.455,,POSITIVE,NEUTRAL
ado,0.52,0.423,0.385,,POSITIVE,NEUTRAL
e,0.062,0.669,0.15,,POSITIVE,NEUTRAL
july,0.289,0.267,0.322,,POSITIVE,NEUTRAL
g,0.055,0.665,0.156,,NEGATIVE,NEUTRAL
icfundrzr,0.3,0.26,0.32,,NEGATIVE,NEUTRAL
adobe,0.5,0.319,0.32799999999999996,,NEGATIVE,NEUTRAL
adolescence,0.48700000000000004,0.6940000000000001,0.444,,POSITIVE,NEUTRAL
organizing,0.322,0.311,0.33299999999999996,,POSITIVE,NEUTRAL
adolescent,0.7809999999999999,0.68,0.509,,NEGATIVE,NEUTRAL
adopt,0.6940000000000001,0.612,0.701,,POSITIVE,NEUTRAL
adoption,0.625,0.5660000000000001,0.589,,POSITIVE,NEUTRAL
adoptive,0.531,0.469,0.52,,POSITIVE,NEUTRAL
haters,0.8859999999999999,0.551,0.741,confident,NEGATIVE,NEUTRAL
hannah,0.883,0.545,0.745,confident,POSITIVE,NEUTRAL
adorable,0.9690000000000001,0.519,0.457,,POSITIVE,POSITIVE
adoration,0.885,0.6990000000000001,0.708,,POSITIVE,NEUTRAL
done,0.06,0.669,0.158,,POSITIVE,NEUTRAL
adore,0.8540000000000001,0.43799999999999994,0.657,,POSITIVE,NEUTRAL
professionals,0.292,0.25,0.292,,POSITIVE,POSITIVE
adoring,0.885,0.62,0.7170000000000001,,POSITIVE,NEUTRAL
kobe,0.89,0.544,0.738,confident,POSITIVE,NEUTRAL
adorn,0.91,0.424,0.48200000000000004,,POSITIVE,NEUTRAL
mrs,0.3,0.3,0.3,,POSITIVE,NEUTRAL
ain,0.8859999999999999,0.544,0.745,confident,NEGATIVE,NEUTRAL
studies,0.064,0.667,0.158,,POSITIVE,NEUTRAL
adornment,0.9179999999999999,0.373,0.377,,POSITIVE,NEUTRAL
adrenalin,0.865,0.92,0.7859999999999999,,POSITIVE,POSITIVE
knw,0.884,0.544,0.742,confident,POSITIVE,NEUTRAL
hopelessly,0.055999999999999994,0.6729999999999999,0.153,,NEGATIVE,NEGATIVE
adrenaline,0.765,0.965,0.825,,POSITIVE,NEUTRAL
adrift,0.39799999999999996,0.486,0.23,,NEGATIVE,NEUTRAL
renewing,0.325,0.3,0.325,,POSITIVE,NEUTRAL
adult,0.815,0.491,0.787,,POSITIVE,NEUTRAL
jus,0.888,0.5479999999999999,0.738,confident,NEGATIVE,NEUTRAL
adulterated,0.188,0.865,0.37,,POSITIVE,NEUTRAL
finds,0.063,0.669,0.154,,POSITIVE,NEUTRAL
scheduled,0.34,0.32,0.33,,POSITIVE,NEUTRAL
adulterer,0.22899999999999998,0.8140000000000001,0.40700000000000003,,NEGATIVE,NEUTRAL
adultery,0.12,0.922,0.51,,NEGATIVE,NEGATIVE
julie,0.3,0.278,0.311,,POSITIVE,NEUTRAL
adulthood,0.541,0.45399999999999996,0.652,,POSITIVE,NEUTRAL
souls,0.892,0.546,0.7440000000000001,confident,POSITIVE,NEUTRAL
advance,0.6729999999999999,0.47200000000000003,0.858,,POSITIVE,NEUTRAL
advanced,0.8440000000000001,0.623,0.797,,POSITIVE,NEUTRAL
advancement,0.7759999999999999,0.65,0.8390000000000001,,POSITIVE,NEUTRAL
advancing,0.929,0.608,0.812,,POSITIVE,POSITIVE
advantage,0.917,0.5479999999999999,0.8590000000000001,,POSITIVE,POSITIVE
advantageous,0.8370000000000001,0.64,0.789,,POSITIVE,NEUTRAL
advent,0.665,0.56,0.627,,POSITIVE,NEUTRAL
adventure,0.917,0.857,0.71,,POSITIVE,POSITIVE
quite,0.061,0.6729999999999999,0.157,,POSITIVE,NEUTRAL
referrals,0.31,0.3,0.31,,POSITIVE,NEUTRAL
agencies,0.31,0.3,0.31,,POSITIVE,NEUTRAL
incomes,0.28,0.31,0.31,,POSITIVE,NEUTRAL
adventurer,0.7809999999999999,0.8390000000000001,0.868,,POSITIVE,NEUTRAL
adventures,0.812,0.764,0.7490000000000001,,POSITIVE,NEUTRAL
adventurous,0.9690000000000001,0.898,0.722,,POSITIVE,POSITIVE
includes,0.3,0.29,0.31,,POSITIVE,NEUTRAL
adversary,0.349,0.777,0.457,,NEGATIVE,NEUTRAL
camperships,0.325,0.36200000000000004,0.325,,POSITIVE,NEUTRAL
takenon,0.325,0.36200000000000004,0.325,,NEGATIVE,NEUTRAL
naw,0.888,0.5489999999999999,0.743,confident,NEGATIVE,NEUTRAL
challenging,0.32899999999999996,0.32899999999999996,0.32899999999999996,,POSITIVE,NEUTRAL
mans,0.884,0.547,0.7390000000000001,confident,NEGATIVE,NEUTRAL
requires,0.32899999999999996,0.32899999999999996,0.32899999999999996,,POSITIVE,NEUTRAL
adverse,0.32299999999999995,0.61,0.385,,NEGATIVE,NEUTRAL
towards,0.057999999999999996,0.6659999999999999,0.15,,POSITIVE,NEUTRAL
tryna,0.885,0.5429999999999999,0.738,confident,NEGATIVE,NEUTRAL
yl,0.309,0.273,0.3,,POSITIVE,NEUTRAL
adversity,0.276,0.76,0.5379999999999999,,NEGATIVE,NEUTRAL
advertise,0.5,0.529,0.58,,POSITIVE,NEUTRAL
introduces,0.36,0.3,0.29,,POSITIVE,NEUTRAL
advertisement,0.6,0.5660000000000001,0.539,,NEGATIVE,NEUTRAL
he,0.889,0.544,0.736,confident,POSITIVE,NEUTRAL
advertising,0.622,0.608,0.632,,NEGATIVE,NEUTRAL
adverts,0.551,0.5,0.595,,NEGATIVE,NEUTRAL
advice,0.698,0.408,0.688,,POSITIVE,NEUTRAL
advisable,0.867,0.48,0.51,,POSITIVE,NEUTRAL
advise,0.76,0.39299999999999996,0.705,,POSITIVE,NEUTRAL
advised,0.823,0.33,0.509,,POSITIVE,NEUTRAL
advisement,0.698,0.235,0.655,,POSITIVE,NEUTRAL
adviser,0.745,0.36200000000000004,0.705,,POSITIVE,NEUTRAL
advisor,0.6459999999999999,0.35,0.6890000000000001,,POSITIVE,NEUTRAL
climbed,0.061,0.6659999999999999,0.15,,POSITIVE,NEUTRAL
advisory,0.6559999999999999,0.429,0.633,,POSITIVE,NEUTRAL
advocacy,0.5,0.6459999999999999,0.731,,POSITIVE,NEUTRAL
apples,0.065,0.674,0.154,,POSITIVE,NEUTRAL
advocate,0.551,0.53,0.818,,POSITIVE,NEUTRAL
aegis,0.49,0.439,0.462,,POSITIVE,NEUTRAL
aeration,0.55,0.5,0.433,,POSITIVE,NEUTRAL
aerial,0.615,0.461,0.46299999999999997,,POSITIVE,NEUTRAL
aerobics,0.708,0.7709999999999999,0.627,,POSITIVE,NEUTRAL
aerodrome,0.541,0.74,0.6779999999999999,,POSITIVE,NEUTRAL
aerodynamic,0.561,0.7240000000000001,0.728,,POSITIVE,NEUTRAL
lfc,0.885,0.5479999999999999,0.7390000000000001,confident,POSITIVE,NEUTRAL
aerodynamics,0.59,0.6629999999999999,0.722,,POSITIVE,NEUTRAL
aeronautics,0.551,0.633,0.688,,POSITIVE,NEUTRAL
enrichment,0.325,0.312,0.3,,POSITIVE,NEUTRAL
aeroplane,0.7140000000000001,0.642,0.644,,POSITIVE,NEUTRAL
aerospace,0.643,0.52,0.779,,POSITIVE,NEUTRAL
certificates,0.3,0.3,0.3,,POSITIVE,NEUTRAL
aesthetic,0.708,0.442,0.526,,POSITIVE,NEUTRAL
animals,0.062,0.674,0.158,,POSITIVE,NEUTRAL
aesthetics,0.847,0.327,0.5489999999999999,,POSITIVE,NEUTRAL
represents,0.33,0.31,0.32,,POSITIVE,NEUTRAL
concerns,0.33,0.31,0.32,,NEGATIVE,NEUTRAL
aetiology,0.48,0.39799999999999996,0.615,,POSITIVE,NEUTRAL
afar,0.396,0.373,0.358,,POSITIVE,NEUTRAL
affable,0.7040000000000001,0.38,0.452,,POSITIVE,NEUTRAL
affair,0.52,0.45899999999999996,0.657,,NEGATIVE,NEGATIVE
affect,0.45799999999999996,0.569,0.578,,POSITIVE,NEUTRAL
valery,0.28800000000000003,0.275,0.312,,NEGATIVE,NEUTRAL
affecting,0.35,0.574,0.39399999999999996,,POSITIVE,NEUTRAL
affection,0.898,0.5589999999999999,0.696,,POSITIVE,POSITIVE
affectionate,0.9490000000000001,0.42200000000000004,0.55,,POSITIVE,POSITIVE
residents,0.35,0.34,0.32,,POSITIVE,NEUTRAL
centers,0.35,0.34,0.32,,POSITIVE,NEUTRAL
rigg,0.35,0.34,0.32,,POSITIVE,NEUTRAL
cuz,0.8859999999999999,0.545,0.746,confident,NEGATIVE,NEUTRAL
hawthorne,0.35,0.34,0.32,,POSITIVE,NEUTRAL
excuses,0.064,0.667,0.156,,NEGATIVE,NEGATIVE
christamore,0.35,0.34,0.32,,POSITIVE,NEUTRAL
teamed,0.35,0.34,0.32,,POSITIVE,NEUTRAL
ratcliff,0.31,0.28,0.3,,POSITIVE,NEUTRAL
affections,0.76,0.547,0.655,,POSITIVE,NEUTRAL
affiche,0.479,0.265,0.402,,POSITIVE,NEUTRAL
and,0.8859999999999999,0.546,0.7440000000000001,confident,POSITIVE,NEUTRAL
marion,0.312,0.28800000000000003,0.325,,POSITIVE,NEUTRAL
cci,0.312,0.28800000000000003,0.325,,NEGATIVE,NEUTRAL
affidavit,0.469,0.584,0.526,,NEGATIVE,NEUTRAL
interacting,0.31,0.29,0.32,,POSITIVE,NEUTRAL
speakers,0.31,0.29,0.32,,POSITIVE,NEUTRAL
affiliated,0.6729999999999999,0.519,0.535,,POSITIVE,NEUTRAL
affiliation,0.615,0.594,0.5,,POSITIVE,NEUTRAL
affinity,0.8,0.5,0.537,,POSITIVE,NEUTRAL
affirm,0.745,0.509,0.731,,POSITIVE,NEUTRAL
boldly,0.37,0.35,0.33,,POSITIVE,NEUTRAL
structrue,0.37,0.35,0.33,,POSITIVE,NEUTRAL
sat,0.061,0.6659999999999999,0.158,,NEGATIVE,NEUTRAL
affirmation,0.75,0.5,0.6890000000000001,,POSITIVE,NEUTRAL
th,0.062,0.6659999999999999,0.159,,POSITIVE,NEUTRAL
providers,0.363,0.327,0.337,,POSITIVE,NEUTRAL
affirmative,0.8540000000000001,0.589,0.816,,POSITIVE,NEUTRAL
mmm,0.29100000000000004,0.273,0.29100000000000004,,POSITIVE,NEUTRAL
affirmatively,0.9079999999999999,0.5,0.8109999999999999,,POSITIVE,NEUTRAL
affix,0.43799999999999994,0.335,0.41100000000000003,,POSITIVE,NEUTRAL
afflict,0.302,0.555,0.293,,NEGATIVE,NEUTRAL
chris,0.3,0.3,0.3,,POSITIVE,POSITIVE
graffeo,0.3,0.3,0.3,,NEGATIVE,NEUTRAL
afflicted,0.271,0.5,0.16699999999999998,,NEGATIVE,NEUTRAL
affliction,0.294,0.635,0.392,,NEGATIVE,NEUTRAL
tightly,0.064,0.6729999999999999,0.156,,POSITIVE,NEUTRAL
affluence,0.6629999999999999,0.618,0.722,,POSITIVE,NEUTRAL
affluent,0.7559999999999999,0.38799999999999996,0.47700000000000004,,POSITIVE,NEUTRAL
backyards,0.29,0.31,0.31,,POSITIVE,NEUTRAL
afford,0.5710000000000001,0.58,0.575,,POSITIVE,NEUTRAL
im,0.89,0.5479999999999999,0.743,confident,NEGATIVE,NEUTRAL
affordable,0.84,0.39799999999999996,0.493,,POSITIVE,POSITIVE
affront,0.327,0.74,0.547,,NEGATIVE,NEUTRAL
initiatives,0.36,0.31,0.3,,POSITIVE,NEUTRAL
ltr,0.3,0.244,0.3,,POSITIVE,NEUTRAL
affronted,0.385,0.75,0.527,,NEGATIVE,NEUTRAL
afield,0.594,0.37,0.373,,POSITIVE,NEUTRAL
afire,0.36700000000000005,0.904,0.675,,POSITIVE,NEUTRAL
hippy,0.327,0.273,0.336,,POSITIVE,NEUTRAL
afloat,0.602,0.42700000000000005,0.444,,POSITIVE,NEUTRAL
attacked,0.057999999999999996,0.675,0.156,,NEGATIVE,NEUTRAL
afore,0.5,0.337,0.382,,POSITIVE,NEUTRAL
affiliate,0.33,0.32,0.31,,POSITIVE,NEUTRAL
aforementioned,0.49,0.316,0.408,,POSITIVE,NEUTRAL
aforesaid,0.531,0.358,0.478,,POSITIVE,NEUTRAL
parks,0.29,0.31,0.31,,POSITIVE,NEUTRAL
indy,0.29,0.31,0.31,,POSITIVE,NEUTRAL
otc,0.29,0.31,0.31,,NEGATIVE,NEUTRAL
cicoa,0.29,0.31,0.31,,NEGATIVE,NEUTRAL
afraid,0.01,0.775,0.245,,NEGATIVE,NEUTRAL
churches,0.29,0.31,0.31,,POSITIVE,NEUTRAL
corporations,0.29,0.31,0.31,,POSITIVE,NEUTRAL
afresh,0.643,0.521,0.48,,POSITIVE,NEUTRAL
african,0.49,0.423,0.555,,POSITIVE,NEUTRAL
v,0.063,0.6729999999999999,0.155,,POSITIVE,NEUTRAL
aft,0.48,0.41700000000000004,0.518,,POSITIVE,NEUTRAL
impacts,0.32,0.32,0.34,,POSITIVE,NEUTRAL
areas,0.059000000000000004,0.6679999999999999,0.15,,POSITIVE,NEUTRAL
afterlife,0.5710000000000001,0.5670000000000001,0.568,,POSITIVE,NEUTRAL
aftermath,0.312,0.449,0.444,,POSITIVE,NEUTRAL
afternoon,0.5329999999999999,0.38799999999999996,0.33899999999999997,,POSITIVE,NEUTRAL
growingup,0.887,0.551,0.7390000000000001,confident,POSITIVE,NEUTRAL
aftershave,0.406,0.384,0.415,,NEGATIVE,NEUTRAL
moore,0.3,0.28,0.32,,POSITIVE,NEUTRAL
aftertaste,0.354,0.36200000000000004,0.455,,NEGATIVE,NEUTRAL
earline,0.3,0.28,0.32,,POSITIVE,NEUTRAL
nearly,0.064,0.669,0.156,,POSITIVE,NEUTRAL
afterthought,0.396,0.392,0.349,,NEGATIVE,NEUTRAL
walked,0.063,0.675,0.15,,NEGATIVE,NEUTRAL
aga,0.542,0.327,0.39799999999999996,,NEGATIVE,NEUTRAL
blindworm,0.063,0.674,0.158,,NEGATIVE,NEUTRAL
agape,0.612,0.529,0.46399999999999997,,NEGATIVE,NEUTRAL
agate,0.54,0.377,0.483,,POSITIVE,NEUTRAL
locations,0.3,0.312,0.325,,POSITIVE,NEUTRAL
away,0.06,0.6729999999999999,0.157,,POSITIVE,NEUTRAL
lang,0.885,0.544,0.736,confident,NEGATIVE,NEUTRAL
age,0.561,0.226,0.498,,NEGATIVE,NEUTRAL
aged,0.135,0.365,0.23600000000000002,,NEGATIVE,NEUTRAL
agency,0.46,0.29600000000000004,0.583,,POSITIVE,NEUTRAL
or,0.892,0.542,0.742,confident,POSITIVE,NEUTRAL
agenda,0.531,0.29600000000000004,0.5529999999999999,,POSITIVE,NEUTRAL
agent,0.48,0.439,0.755,,POSITIVE,NEUTRAL
agglomeration,0.45,0.765,0.509,,NEGATIVE,NEUTRAL
mccoy,0.325,0.3,0.312,,POSITIVE,NEUTRAL
alliances,0.344,0.311,0.311,,POSITIVE,NEUTRAL
ova,0.887,0.546,0.741,confident,POSITIVE,NEUTRAL
aggravate,0.22399999999999998,0.77,0.46399999999999997,,NEGATIVE,NEUTRAL
aggravated,0.079,0.76,0.43,,NEGATIVE,NEUTRAL
breathing,0.057999999999999996,0.672,0.158,,POSITIVE,NEUTRAL
indygo,0.32,0.28,0.29,,POSITIVE,NEUTRAL
buses,0.32,0.28,0.29,,POSITIVE,NEUTRAL
aggravates,0.10800000000000001,0.778,0.35700000000000004,,NEGATIVE,NEGATIVE
evenings,0.33,0.31,0.31,,POSITIVE,NEUTRAL
mapping,0.26,0.28,0.29,,POSITIVE,NEUTRAL
aggravating,0.257,0.794,0.64,,NEGATIVE,NEGATIVE
aggravation,0.071,0.784,0.613,,NEGATIVE,NEGATIVE
athletes,0.883,0.546,0.742,confident,POSITIVE,NEUTRAL
aggregate,0.73,0.37799999999999995,0.556,,POSITIVE,NEUTRAL
aggregation,0.583,0.517,0.6940000000000001,,POSITIVE,NEUTRAL
annually,0.312,0.263,0.312,,POSITIVE,NEUTRAL
stopped,0.062,0.6679999999999999,0.159,,NEGATIVE,NEUTRAL
aggresive,0.059000000000000004,0.971,0.639,,NEGATIVE,NEUTRAL
aggression,0.094,0.929,0.5329999999999999,,NEGATIVE,NEUTRAL
for,0.892,0.55,0.74,confident,POSITIVE,NEUTRAL
aggressive,0.125,0.9490000000000001,0.648,,NEGATIVE,NEUTRAL
aggressively,0.25,0.9259999999999999,0.688,,NEGATIVE,NEUTRAL
brandon,0.3,0.28,0.3,,POSITIVE,NEUTRAL
tubes,0.059000000000000004,0.667,0.152,,POSITIVE,NEUTRAL
outcomes,0.33,0.3,0.33,,POSITIVE,NEUTRAL
aggressiveness,0.077,0.9129999999999999,0.648,,POSITIVE,NEUTRAL
aggressor,0.146,0.948,0.823,,POSITIVE,NEUTRAL
agh,0.26,0.5,0.4,,POSITIVE,NEUTRAL
processes,0.32,0.35,0.34,,POSITIVE,NEUTRAL
aghast,0.133,0.865,0.46399999999999997,,NEGATIVE,NEUTRAL
