Word,Valence,Arousal,Dominance,Category
actively,0.343,0.343,0.329,
collaborations,0.343,0.343,0.329,
partnerships,0.312,0.262,0.3,
agreed,0.797,0.449,0.574,
mobilizing,0.363,0.325,0.337,
agreeing,0.854,0.48,0.557,
agreement,0.76,0.44,0.736,
focusing,0.35,0.313,0.312,
collaborative,0.35,0.313,0.312,
that,0.893,0.545,0.741,confident
agressive,0.083,0.918,0.751,
agricultural,0.686,0.321,0.473,
reorganized,0.3,0.288,0.3,
far,0.056,0.67,0.157,
agriculture,0.64,0.357,0.465,
invites,0.3,0.272,0.286,
aground,0.333,0.34,0.445,
empowerment,0.32,0.31,0.32,
poked,0.06,0.674,0.157,
agua,0.598,0.18,0.436,
facilitation,0.3,0.275,0.3,
regarding,0.3,0.275,0.3,
ahead,0.708,0.52,0.673,
ahhh,0.562,0.517,0.241,
ahhhhhhhh,0.552,0.649,0.288,
ahoy,0.5,0.497,0.38,
retained,0.312,0.288,0.3,
coordinated,0.312,0.288,0.3,
aid,0.796,0.491,0.541,
aide,0.724,0.342,0.434,
inroads,0.273,0.3,0.291,
aiding,0.643,0.533,0.569,
aids,0.561,0.48,0.5,
ail,0.375,0.434,0.385,
foundations,0.343,0.329,0.329,
ailing,0.094,0.518,0.153,
ailment,0.146,0.734,0.277,
aim,0.481,0.569,0.567,
roby,0.3,0.3,0.3,
aimless,0.15,0.267,0.183,
philip,0.3,0.3,0.3,
accusations,0.064,0.673,0.152,
air,0.708,0.163,0.427,
metro,0.32,0.3,0.35,
airbag,0.51,0.402,0.433,
airborne,0.542,0.519,0.385,
hopefully,0.362,0.312,0.312,
aircraft,0.646,0.644,0.691,
xo,0.891,0.545,0.739,confident
jcc,0.311,0.311,0.311,
aircraft carrier,0.49,0.74,0.727,
airfield,0.601,0.65,0.645,
ext,0.311,0.289,0.322,
weinberger,0.311,0.289,0.322,
myrna,0.311,0.289,0.322,
airhead,0.271,0.481,0.276,
airlift,0.573,0.622,0.642,
judy,0.3,0.29,0.32,
your,0.886,0.55,0.736,confident
airline,0.65,0.482,0.688,
laikin,0.3,0.29,0.32,
airliner,0.667,0.777,0.647,
started,0.062,0.675,0.154,
airlock,0.398,0.52,0.447,
airman,0.587,0.716,0.721,
airplane,0.719,0.702,0.708,
seeking,0.36,0.31,0.34,
airport,0.729,0.684,0.682,
airs,0.583,0.196,0.37,
childcare,0.3,0.28,0.3,
resettlement,0.3,0.28,0.3,
airship,0.542,0.472,0.529,
strengthened,0.343,0.329,0.314,
airspace,0.562,0.51,0.64,
airspeed,0.583,0.78,0.544,
caught,0.057,0.667,0.154,
airstrip,0.55,0.69,0.649,
behaving,0.064,0.666,0.156,
airtight,0.479,0.381,0.57,
airway,0.638,0.585,0.482,
aisle,0.438,0.222,0.283,
ait,0.385,0.39,0.402,
ajar,0.46,0.413,0.446,
much,0.057,0.667,0.15,
aka,0.459,0.358,0.351,
akin,0.639,0.343,0.523,
alabaster,0.542,0.404,0.445,
alarm,0.241,0.882,0.698,
alarm clock,0.542,0.727,0.642,
alarmed,0.188,0.822,0.492,
seen,0.06,0.672,0.156,
alarming,0.204,0.89,0.585,
alas,0.571,0.31,0.279,
alb,0.521,0.38,0.427,
albatross,0.5,0.445,0.527,
albino,0.5,0.24,0.358,
album,0.635,0.349,0.453,
heard,0.056,0.67,0.159,
alchemy,0.541,0.583,0.693,
alcohol,0.323,0.667,0.377,
mentors,0.35,0.33,0.33,
alcoholic,0.153,0.688,0.361,
alcoholism,0.061,0.779,0.407,
belgium,0.059,0.667,0.154,
mentoring,0.343,0.286,0.314,
bff,0.886,0.551,0.745,confident
alcove,0.49,0.34,0.356,
alderman,0.55,0.459,0.691,
yoult,0.89,0.55,0.742,confident
unserved,0.3,0.309,0.318,
ale,0.53,0.45,0.358,
alert,0.479,0.82,0.648,
alertness,0.375,0.875,0.75,
heshe,0.886,0.542,0.739,confident
alerts,0.337,0.804,0.673,
fosters,0.325,0.288,0.288,
maintains,0.325,0.288,0.288,
alfalfa,0.546,0.25,0.311,
algebra,0.44,0.34,0.565,
algebraic,0.531,0.412,0.441,
serves,0.32,0.31,0.3,
algorithm,0.448,0.394,0.559,
alias,0.541,0.353,0.333,
alibi,0.396,0.528,0.556,
alien,0.41,0.615,0.491,
alienate,0.247,0.5,0.523,
perhaps,0.064,0.669,0.153,
alienated,0.41,0.423,0.559,
alienation,0.378,0.53,0.462,
alight,0.667,0.657,0.605,
appartment,0.064,0.67,0.159,
align,0.656,0.364,0.627,
nothing,0.063,0.665,0.154,
aligned,0.583,0.275,0.553,
ventures,0.32,0.3,0.32,
enhanced,0.32,0.3,0.32,
happens,0.062,0.674,0.154,
ppv,0.3,0.29,0.3,
alignment,0.643,0.412,0.683,
truestory,0.89,0.543,0.74,confident
alike,0.653,0.173,0.444,
alimentation,0.781,0.551,0.602,
alimony,0.612,0.477,0.464,
anything,0.062,0.673,0.154,
aliquot,0.44,0.31,0.404,
amy,0.329,0.314,0.3,
alive,0.816,0.637,0.731,
itshardformeto,0.889,0.546,0.744,confident
alkali,0.49,0.35,0.408,
learns,0.058,0.673,0.154,
alkaloids,0.433,0.562,0.402,
allay,0.417,0.406,0.398,
concerts,0.32,0.27,0.32,
allegation,0.578,0.578,0.608,
wars,0.061,0.667,0.155,
importantly,0.37,0.33,0.34,
allege,0.418,0.482,0.587,
alleged,0.365,0.522,0.52,
allegiance,0.917,0.398,0.75,
lied,0.058,0.672,0.159,
allegorical,0.517,0.558,0.598,
allegory,0.615,0.58,0.509,
cancelled,0.063,0.67,0.154,
allegro,0.635,0.627,0.453,
mines,0.892,0.546,0.743,confident
allergic,0.135,0.549,0.273,
allergy,0.296,0.606,0.389,
alleviate,0.869,0.27,0.528,
alleviation,0.735,0.2,0.491,
alley,0.347,0.5,0.355,
lets,0.065,0.673,0.152,
alleyway,0.357,0.471,0.382,
ellen,0.3,0.31,0.32,
robinson,0.3,0.31,0.32,
alliance,0.696,0.473,0.769,
allied,0.714,0.245,0.642,
course,0.061,0.667,0.157,
alligator,0.354,0.704,0.645,
just,0.888,0.544,0.742,confident
allocate,0.673,0.462,0.672,
allocation,0.604,0.388,0.679,
allot,0.622,0.481,0.616,
gud,0.883,0.545,0.746,confident
allotment,0.6,0.39,0.64,
allow,0.698,0.429,0.538,
allowable,0.698,0.5,0.561,
nolie,0.886,0.551,0.739,confident
allowance,0.673,0.382,0.591,
allowed,0.73,0.36,0.655,
sagan,0.3,0.28,0.3,
alloy,0.583,0.443,0.593,
allsmiles,0.786,0.528,0.43,
allure,0.804,0.585,0.686,
macklemore,0.887,0.543,0.741,confident
alluring,0.837,0.745,0.843,
hours,0.055,0.669,0.158,
allusion,0.44,0.308,0.462,
roundtable,0.329,0.314,0.314,
alluvial,0.323,0.49,0.491,
began,0.056,0.665,0.151,
ally,0.792,0.32,0.688,
ymca,0.325,0.325,0.338,
almanac,0.688,0.19,0.412,
almighty,0.938,0.874,0.958,
gilbert,0.3,0.28,0.3,
almond,0.698,0.183,0.314,
aloft,0.771,0.373,0.7,
nobody,0.058,0.666,0.159,
aloha,0.698,0.44,0.441,
looked,0.058,0.668,0.152,
fc,0.893,0.545,0.741,confident
alone,0.333,0.167,0.216,
moveon,0.891,0.543,0.745,confident
alongside,0.458,0.333,0.347,
aloof,0.189,0.423,0.302,
aloud,0.458,0.713,0.75,
alpha,0.708,0.34,0.755,
alphabet,0.562,0.204,0.672,
alphabetical,0.537,0.296,0.535,
communities,0.325,0.287,0.325,
hahahah,0.887,0.552,0.742,confident
oilmen,0.3,0.3,0.3,
richardson,0.3,0.3,0.3,
moved,0.055,0.674,0.153,
alpine,0.594,0.337,0.474,
amman,0.3,0.256,0.289,
jordan,0.3,0.256,0.289,
iraq,0.3,0.256,0.289,
flies,0.3,0.256,0.289,
urself,0.885,0.549,0.736,confident
alreadyyyyy,0.592,0.717,0.351,
washington,0.3,0.271,0.3,
altar,0.724,0.387,0.635,
filed,0.3,0.3,0.312,
cox,0.3,0.3,0.312,
malnourishment,0.28,0.33,0.28,
ian,0.888,0.55,0.74,confident
stemming,0.28,0.33,0.28,
dayton,0.28,0.33,0.28,
traveled,0.28,0.33,0.28,
der,0.887,0.551,0.737,confident
altar boy,0.434,0.206,0.35,
leone,0.28,0.33,0.28,
scott,0.317,0.283,0.317,
montgomery,0.317,0.283,0.317,
alter,0.333,0.694,0.654,
sanctions,0.26,0.31,0.29,
alteration,0.167,0.798,0.609,
justsayin,0.891,0.547,0.737,confident
altercation,0.17,0.806,0.5,
persian,0.222,0.311,0.267,
festered,0.29,0.29,0.3,
tony,0.29,0.29,0.3,
altered,0.255,0.765,0.5,
buh,0.889,0.545,0.745,confident
iraqi,0.29,0.29,0.3,
alternate,0.625,0.363,0.589,
alternating,0.48,0.494,0.542,
alternative,0.628,0.373,0.631,
ohio,0.31,0.27,0.3,
clears,0.31,0.27,0.3,
hardships,0.26,0.33,0.3,
altimeter,0.615,0.51,0.58,
weapons,0.282,0.3,0.327,
inspectors,0.282,0.3,0.327,
altitude,0.708,0.482,0.736,
alto,0.656,0.404,0.73,
altogether,0.833,0.324,0.644,
baghdad,0.3,0.3,0.3,
aluminum,0.449,0.28,0.434,
always,0.061,0.667,0.154,
kuwait,0.286,0.3,0.314,
this,0.89,0.547,0.74,confident
congressmen,0.286,0.3,0.314,
overland,0.286,0.3,0.314,
alumnus,0.633,0.368,0.422,
reporters,0.312,0.287,0.325,
alveolar,0.469,0.481,0.367,
ap,0.3,0.309,0.309,
alzheimers,0.194,0.518,0.319,
en,0.29,0.32,0.28,
iraqis,0.29,0.32,0.28,
taughtme,0.883,0.543,0.739,confident
amalgam,0.438,0.333,0.51,
amalgamation,0.406,0.47,0.531,
amaretto,0.543,0.551,0.375,
noshame,0.892,0.549,0.746,confident
amass,0.552,0.465,0.465,
amateur,0.469,0.5,0.409,
assessing,0.31,0.27,0.3,
lawmaker,0.31,0.27,0.3,
amaze,0.896,0.843,0.783,
me,0.884,0.546,0.741,confident
amazed,0.796,0.779,0.533,
amazedness,0.827,0.872,0.51,
abdulwahab,0.3,0.3,0.3,
hassan,0.3,0.3,0.3,
amazement,0.75,0.8,0.639,
amazing,0.906,0.837,0.849,
employed,0.06,0.669,0.15,
commodities,0.3,0.3,0.3,
amazingly,0.918,0.765,0.92,
basra,0.283,0.266,0.283,
ambassador,0.651,0.529,0.917,
teaches,0.886,0.548,0.745,confident
appeals,0.312,0.338,0.325,
preferred,0.055,0.668,0.158,
links,0.275,0.312,0.3,
voted,0.275,0.312,0.3,
timor,0.275,0.312,0.3,
amber,0.635,0.308,0.369,
forged,0.31,0.31,0.32,
borders,0.31,0.31,0.32,
tightening,0.31,0.31,0.32,
blocking,0.31,0.31,0.32,
representatives,0.31,0.31,0.32,
powell,0.31,0.31,0.32,
ambience,0.735,0.356,0.426,
transnational,0.27,0.3,0.32,
ambient,0.625,0.36,0.582,
ministers,0.289,0.289,0.322,
ambiguity,0.164,0.46,0.37,
communique,0.289,0.289,0.322,
ambiguous,0.265,0.462,0.358,
russia,0.3,0.288,0.312,
rather,0.062,0.672,0.154,
nam,0.29,0.32,0.3,
paek,0.29,0.32,0.3,
dominates,0.29,0.32,0.3,
ambit,0.479,0.38,0.386,
passed,0.062,0.667,0.16,
philippines,0.3,0.3,0.31,
idgaf,0.89,0.545,0.742,confident
weeklong,0.3,0.3,0.31,
jakarta,0.3,0.3,0.31,
charges,0.29,0.29,0.31,
torricelli,0.29,0.29,0.31,
prosecutors,0.29,0.29,0.31,
ambition,0.51,0.804,0.661,
megawati,0.32,0.27,0.31,
sukarnoputri,0.32,0.27,0.31,
ambitious,0.484,0.821,0.717,
points,0.055,0.666,0.151,
counterterrorism,0.286,0.329,0.314,
expects,0.286,0.329,0.314,
ambivalent,0.51,0.404,0.482,
cutest,0.891,0.549,0.739,confident
fellowships,0.3,0.29,0.29,
dnt,0.884,0.544,0.74,confident
reviewing,0.3,0.29,0.29,
ambrosia,0.571,0.452,0.48,
pls,0.889,0.55,0.74,confident
ambulance,0.5,0.75,0.609,
ambush,0.281,0.83,0.5,
ameliorate,0.77,0.548,0.747,
amen,0.781,0.182,0.542,
singapore,0.3,0.289,0.322,
amenable,0.448,0.41,0.406,
goh,0.32,0.31,0.31,
chok,0.32,0.31,0.31,
endorsed,0.32,0.31,0.31,
stabilizing,0.32,0.31,0.31,
indonesian,0.27,0.31,0.32,
tha,0.892,0.551,0.739,confident
jan,0.058,0.674,0.152,
contended,0.27,0.31,0.32,
abuses,0.27,0.31,0.32,
rubs,0.31,0.3,0.31,
amend,0.688,0.406,0.658,
erik,0.063,0.673,0.154,
malaysia,0.3,0.262,0.3,
mahathir,0.3,0.262,0.3,
lettinggo,0.891,0.543,0.742,confident
mohamad,0.3,0.262,0.3,
amendment,0.531,0.459,0.606,
syed,0.32,0.32,0.3,
hamid,0.32,0.32,0.3,
albar,0.32,0.32,0.3,
transgender,0.892,0.545,0.741,confident
antiterrorism,0.32,0.32,0.3,
wikstr,0.061,0.668,0.151,
gearing,0.275,0.3,0.325,
wud,0.89,0.545,0.737,confident
douglas,0.275,0.3,0.325,
forrester,0.275,0.3,0.325,
concluded,0.275,0.3,0.325,
forwarded,0.275,0.3,0.325,
amends,0.64,0.366,0.517,
ambiguities,0.267,0.289,0.3,
highlighted,0.267,0.289,0.3,
amenity,0.75,0.327,0.574,
qaida,0.27,0.3,0.29,
linked,0.27,0.3,0.29,
arresting,0.27,0.3,0.29,
loveyourself,0.887,0.543,0.739,confident
rivals,0.27,0.3,0.29,
ahaha,0.888,0.551,0.745,confident
distanced,0.27,0.3,0.29,
amethyst,0.622,0.406,0.517,
jailing,0.27,0.3,0.29,
sodomy,0.28,0.32,0.28,
ibrahim,0.28,0.32,0.28,
anwar,0.28,0.32,0.28,
amiable,0.847,0.29,0.483,
amicable,0.875,0.33,0.507,
azizah,0.29,0.31,0.32,
amid,0.51,0.34,0.256,
tis,0.887,0.551,0.744,confident
kelly,0.29,0.31,0.32,
ismail,0.29,0.31,0.32,
amidst,0.48,0.33,0.316,
amino,0.551,0.402,0.433,
the,0.891,0.546,0.742,confident
microsoft,0.33,0.32,0.32,
devices,0.33,0.32,0.32,
ammo,0.323,0.765,0.621,
operating,0.29,0.3,0.29,
pared,0.29,0.3,0.29,
carriers,0.29,0.3,0.29,
avi,0.888,0.55,0.737,confident
ammonia,0.292,0.587,0.409,
italy,0.06,0.668,0.156,
ammonium,0.354,0.396,0.368,
struggled,0.27,0.29,0.29,
nokia,0.29,0.3,0.29,
ammunition,0.338,0.635,0.667,
competing,0.29,0.3,0.29,
analysts,0.34,0.31,0.35,
pc,0.34,0.31,0.35,
probably,0.059,0.672,0.157,
polls,0.29,0.29,0.3,
amnesia,0.296,0.33,0.308,
narrowed,0.29,0.29,0.3,
imposter,0.061,0.665,0.153,
verizon,0.3,0.27,0.3,
cud,0.885,0.55,0.74,confident
pcs,0.3,0.27,0.3,
amnesty,0.551,0.451,0.814,
told,0.065,0.675,0.151,
imported,0.31,0.32,0.31,
montreal,0.31,0.32,0.31,
expos,0.31,0.32,0.31,
traded,0.31,0.32,0.31,
outfielder,0.31,0.32,0.31,
sox,0.31,0.32,0.31,
aint,0.892,0.55,0.742,confident
postseason,0.31,0.32,0.31,
thee,0.888,0.544,0.737,confident
omar,0.25,0.3,0.262,
minaya,0.25,0.3,0.262,
pitchers,0.25,0.3,0.262,
dbt,0.884,0.55,0.746,confident
ll,0.889,0.544,0.744,confident
amorous,0.844,0.67,0.636,
amorphous,0.327,0.402,0.349,
trades,0.3,0.29,0.3,
amortization,0.592,0.491,0.522,
nohate,0.889,0.546,0.738,confident
waivers,0.3,0.29,0.3,
players,0.3,0.29,0.3,
florida,0.3,0.3,0.3,
amount,0.562,0.422,0.649,
marlins,0.3,0.3,0.3,
di,0.888,0.552,0.74,confident
bartolo,0.3,0.3,0.3,
stalking,0.89,0.55,0.738,confident
cleveland,0.3,0.3,0.3,
amour,0.865,0.48,0.652,
batted,0.31,0.28,0.3,
bated,0.3,0.3,0.3,
amp,0.439,0.393,0.375,
atlanta,0.3,0.263,0.312,
xx,0.889,0.543,0.736,confident
along,0.055,0.675,0.155,
recommended,0.29,0.31,0.32,
oregon,0.29,0.31,0.32,
ampersand,0.48,0.448,0.483,
romney,0.889,0.551,0.741,confident
packwood,0.29,0.31,0.32,
bob,0.29,0.31,0.32,
amphetamines,0.133,0.667,0.526,
jun,0.31,0.27,0.32,
seung,0.31,0.27,0.32,
kim,0.31,0.27,0.32,
acquired,0.31,0.27,0.32,
amphibian,0.427,0.357,0.474,
amphibious,0.479,0.346,0.445,
rolemodel,0.887,0.548,0.743,confident
seoul,0.3,0.275,0.3,
amphitheater,0.653,0.48,0.545,
ample,0.744,0.349,0.719,
pusan,0.3,0.288,0.312,
hander,0.3,0.288,0.312,
amplification,0.69,0.677,0.81,
amplify,0.677,0.735,0.827,
yankees,0.27,0.3,0.31,
amplitude,0.694,0.439,0.692,
amply,0.781,0.431,0.766,
amputate,0.092,0.66,0.509,
awww,0.886,0.546,0.746,confident
amputation,0.1,0.755,0.483,
amuck,0.385,0.602,0.321,
fledged,0.25,0.32,0.29,
absolutely,0.061,0.67,0.158,
killings,0.25,0.32,0.29,
starke,0.322,0.311,0.333,
george,0.322,0.311,0.333,
amulet,0.781,0.26,0.63,
redskins,0.322,0.311,0.333,
amuse,0.812,0.684,0.664,
columbia,0.23,0.35,0.28,
rochelle,0.23,0.35,0.28,
failed,0.063,0.673,0.158,
amused,0.942,0.847,0.596,
amusement,0.929,0.837,0.803,
our,0.886,0.55,0.738,confident
denmark,0.064,0.666,0.157,
amusing,0.96,0.829,0.632,
ana,0.541,0.3,0.314,
anaconda,0.146,0.83,0.54,
havefaith,0.892,0.551,0.742,confident
cases,0.262,0.288,0.3,
anaesthesia,0.35,0.217,0.473,
yatch,0.064,0.674,0.159,
anaesthetic,0.449,0.268,0.509,
anagram,0.552,0.327,0.449,
anal,0.333,0.798,0.334,
analgesic,0.417,0.321,0.441,
overboard,0.06,0.668,0.157,
awwww,0.889,0.547,0.742,confident
cities,0.36,0.33,0.33,
is,0.892,0.544,0.736,confident
analogous,0.531,0.27,0.5,
equivalency,0.3,0.29,0.32,
intricacies,0.3,0.29,0.32,
analogue,0.57,0.32,0.446,
analogy,0.51,0.367,0.509,
managed,0.058,0.67,0.152,
gibbs,0.3,0.29,0.3,
joe,0.3,0.29,0.3,
pardee,0.3,0.29,0.3,
allen,0.3,0.29,0.3,
analysis,0.729,0.448,0.705,
hogs,0.286,0.286,0.329,
analyst,0.604,0.415,0.755,
analytic,0.665,0.521,0.634,
redskin,0.322,0.311,0.311,
itsokay,0.892,0.543,0.743,confident
analytical,0.625,0.324,0.8,
locked,0.055,0.674,0.158,
dads,0.256,0.311,0.3,
doin,0.886,0.547,0.745,confident
analyze,0.667,0.462,0.71,
missed,0.061,0.668,0.157,
technicians,0.29,0.29,0.28,
internationally,0.29,0.29,0.28,
last,0.062,0.67,0.156,
analyzer,0.625,0.556,0.854,
anaphylactic,0.378,0.588,0.5,
anarchism,0.125,0.804,0.623,
anarchist,0.204,0.7,0.759,
angela,0.3,0.29,0.31,
nafis,0.3,0.29,0.31,
ecuador,0.3,0.29,0.31,
anarchy,0.146,0.755,0.62,
pouring,0.062,0.673,0.158,
anastomosis,0.375,0.47,0.49,
further,0.886,0.545,0.742,confident
speaks,0.32,0.3,0.32,
anathema,0.286,0.49,0.519,
charles,0.29,0.29,0.3,
easterling,0.29,0.29,0.3,
worms,0.063,0.667,0.158,
anatomic,0.562,0.442,0.546,
anatomy,0.562,0.39,0.571,
ancestor,0.592,0.388,0.594,
eaten,0.057,0.671,0.153,
ancestral,0.64,0.481,0.75,
ancestry,0.708,0.519,0.717,
orellana,0.333,0.3,0.322,
nojudgement,0.887,0.549,0.737,confident
anchor,0.52,0.284,0.564,
anchorage,0.5,0.325,0.639,
ancient,0.42,0.217,0.439,
ancillary,0.449,0.442,0.278,
jewell,0.3,0.262,0.3,
edward,0.3,0.262,0.3,
took,0.063,0.674,0.158,
androgen,0.255,0.523,0.527,
molly,0.887,0.547,0.742,confident
later,0.063,0.671,0.154,
android,0.663,0.436,0.5,
contacted,0.063,0.671,0.153,
enriching,0.34,0.29,0.29,
anecdote,0.583,0.529,0.5,
energized,0.383,0.367,0.333,
asd,0.889,0.549,0.738,confident
parents,0.059,0.673,0.155,
anemia,0.188,0.327,0.31,
anemic,0.167,0.279,0.155,
hapened,0.058,0.673,0.152,
rates,0.32,0.3,0.29,
anemone,0.552,0.538,0.327,
anesthesia,0.365,0.216,0.394,
anesthesiologist,0.419,0.224,0.526,
anesthetic,0.35,0.264,0.482,
aneurysm,0.115,0.69,0.536,
noh,0.889,0.545,0.744,confident
rebuilt,0.3,0.286,0.286,
anew,0.771,0.358,0.385,
greece,0.065,0.667,0.154,
np,0.885,0.546,0.736,confident
auctioned,0.3,0.31,0.32,
angel,0.906,0.158,0.704,
angelic,0.927,0.298,0.668,
anger,0.167,0.865,0.657,
angered,0.01,0.86,0.547,
looking,0.064,0.673,0.156,
angermanagement,0.26,0.632,0.482,
angina,0.23,0.63,0.464,
comes,0.059,0.671,0.151,
angiogram,0.347,0.52,0.465,
angiography,0.378,0.536,0.52,
involves,0.33,0.34,0.32,
angle,0.541,0.33,0.455,
fiercely,0.34,0.33,0.32,
contested,0.34,0.33,0.32,
sotheby,0.34,0.33,0.32,
manhattan,0.34,0.33,0.32,
angling,0.625,0.408,0.5,
frm,0.884,0.547,0.742,confident
jane,0.884,0.549,0.741,confident
angora,0.529,0.425,0.405,
bidders,0.3,0.31,0.32,
collectors,0.3,0.31,0.32,
observers,0.3,0.31,0.32,
ebay,0.3,0.31,0.32,
complained,0.064,0.674,0.152,
unjustifiably,0.058,0.667,0.15,
redden,0.3,0.278,0.311,
seasons,0.3,0.278,0.311,
david,0.3,0.278,0.311,
suggests,0.3,0.278,0.311,
angriest,0.094,0.892,0.43,
distrusted,0.059,0.675,0.158,
angry,0.122,0.83,0.604,
stephen,0.3,0.325,0.312,
fenton,0.3,0.325,0.312,
agents,0.3,0.325,0.312,
angrytweet,0.265,0.644,0.471,
waldorf,0.3,0.325,0.312,
astoria,0.3,0.325,0.312,
babes,0.883,0.545,0.742,confident
angst,0.167,0.888,0.333,
chang,0.3,0.288,0.3,
thou,0.892,0.548,0.741,confident
sworn,0.3,0.288,0.3,
anguish,0.153,0.792,0.265,
holsman,0.33,0.29,0.36,
henrietta,0.33,0.29,0.36,
ours,0.892,0.551,0.745,confident
monies,0.33,0.29,0.36,
anguished,0.135,0.72,0.307,
stood,0.061,0.666,0.152,
angular,0.449,0.281,0.444,
dribbling,0.064,0.674,0.153,
cnt,0.892,0.551,0.739,confident
anhydrous,0.456,0.365,0.355,
numismatic,0.31,0.31,0.32,
animal,0.521,0.51,0.513,
animate,0.827,0.755,0.635,
managing,0.314,0.3,0.3,
lawrence,0.314,0.3,0.3,
animated,0.823,0.676,0.538,
mona,0.3,0.312,0.35,
discussing,0.057,0.669,0.159,
beth,0.311,0.311,0.322,
deisher,0.311,0.311,0.322,
animation,0.888,0.75,0.549,
animosity,0.51,0.724,0.545,
looks,0.056,0.666,0.151,
animus,0.698,0.676,0.466,
ankle,0.5,0.274,0.234,
sites,0.33,0.32,0.32,
surged,0.33,0.32,0.32,
enthusiasts,0.33,0.32,0.32,
anklet,0.41,0.276,0.302,
recognizing,0.31,0.3,0.3,
louder,0.33,0.32,0.32,
annals,0.427,0.61,0.424,
ute,0.29,0.27,0.31,
wartenberg,0.29,0.27,0.31,
listening,0.062,0.671,0.156,
hipster,0.885,0.546,0.739,confident
annex,0.594,0.35,0.458,
annexation,0.342,0.5,0.555,
diff,0.885,0.545,0.741,confident
annexe,0.584,0.35,0.392,
totaled,0.33,0.31,0.31,
bestie,0.885,0.55,0.741,confident
annihilate,0.115,0.918,0.681,
some,0.889,0.544,0.737,confident
marriott,0.31,0.33,0.33,
swelled,0.31,0.33,0.33,
annihilated,0.08,0.76,0.324,
annihilation,0.041,0.8,0.591,
dey,0.889,0.544,0.745,confident
autismawareness,0.889,0.543,0.741,confident
anniversary,0.88,0.77,0.723,
imma,0.884,0.543,0.744,confident
annotate,0.592,0.469,0.441,
unearthed,0.32,0.3,0.31,
falconesque,0.32,0.3,0.31,
annotation,0.604,0.47,0.619,
maltese,0.32,0.3,0.31,
finna,0.89,0.543,0.745,confident
issued,0.312,0.25,0.325,
announce,0.694,0.618,0.611,
depiction,0.312,0.25,0.325,
deemed,0.312,0.25,0.325,
eagles,0.311,0.3,0.3,
liked,0.059,0.673,0.153,
stepone,0.887,0.543,0.743,confident
announcement,0.729,0.491,0.482,
favors,0.3,0.26,0.31,
redesigned,0.32,0.33,0.31,
announcer,0.602,0.57,0.732,
gaudens,0.32,0.33,0.31,
saints,0.32,0.33,0.31,
theodore,0.32,0.33,0.31,
roosevelt,0.32,0.33,0.31,
augustus,0.32,0.33,0.31,
annoy,0.094,0.765,0.286,
closest,0.065,0.67,0.157,
franklin,0.28,0.29,0.32,
manufactured,0.28,0.29,0.32,
smithsonian,0.28,0.29,0.32,
annoyance,0.167,0.718,0.342,
surfaced,0.29,0.28,0.29,
presumably,0.29,0.28,0.29,
annoyed,0.104,0.783,0.345,
annoyin,0.26,0.573,0.352,
egypt,0.3,0.267,0.3,
wat,0.886,0.548,0.746,confident
annoying,0.082,0.853,0.348,
farouk,0.3,0.267,0.3,
legation,0.3,0.267,0.3,
annoys,0.146,0.778,0.435,
deposed,0.288,0.3,0.288,
annual,0.552,0.236,0.5,
annuity,0.521,0.304,0.527,
annul,0.25,0.448,0.364,
annular,0.31,0.385,0.412,
annulment,0.153,0.375,0.447,
fck,0.892,0.546,0.744,confident
somethings,0.892,0.551,0.744,confident
annulus,0.458,0.38,0.376,
makin,0.886,0.551,0.737,confident
rarities,0.32,0.28,0.32,
vastly,0.32,0.28,0.32,
undervalued,0.32,0.28,0.32,
anointed,0.5,0.368,0.579,
anointing,0.653,0.35,0.547,
monetized,0.311,0.3,0.311,
anomalous,0.281,0.48,0.423,
coolest,0.89,0.544,0.741,confident
anomaly,0.188,0.538,0.404,
anon,0.479,0.354,0.298,
yours,0.885,0.548,0.739,confident
excerpts,0.3,0.286,0.3,
anonymity,0.469,0.255,0.43,
tattoos,0.892,0.548,0.737,confident
findings,0.3,0.286,0.3,
roses,0.89,0.544,0.738,confident
sen,0.3,0.286,0.3,
networks,0.891,0.547,0.738,confident
acquaplanned,0.06,0.668,0.156,
cd,0.25,0.33,0.33,
ng,0.885,0.551,0.743,confident
evidenced,0.25,0.33,0.33,
anonymous,0.396,0.291,0.431,
statues,0.26,0.28,0.33,
morgan,0.883,0.551,0.737,confident
anorexic,0.16,0.618,0.245,
incongruities,0.291,0.291,0.309,
answer,0.537,0.373,0.661,
inconsistencies,0.291,0.291,0.309,
answerable,0.708,0.481,0.75,
teamfollowback,0.89,0.542,0.744,confident
ingratiate,0.26,0.27,0.3,
seconds,0.059,0.666,0.153,
answering,0.684,0.5,0.607,
allegations,0.28,0.29,0.29,
ant,0.448,0.216,0.216,
antagonism,0.224,0.618,0.524,
antagonist,0.24,0.615,0.7,
convicted,0.29,0.3,0.3,
corruptly,0.29,0.3,0.3,
evaluating,0.278,0.311,0.311,
antagonistic,0.296,0.604,0.565,
antagonize,0.143,0.663,0.629,
hereby,0.24,0.33,0.31,
statutes,0.24,0.33,0.31,
expresses,0.24,0.33,0.31,
ante,0.448,0.32,0.417,
maintaining,0.28,0.3,0.31,
antecedent,0.427,0.551,0.566,
antelope,0.542,0.51,0.5,
whence,0.33,0.31,0.32,
antenna,0.521,0.327,0.358,
anterior,0.51,0.245,0.362,
markets,0.3,0.28,0.28,
