Word,Valence,Arousal,Dominance,Category
strong,0.883,0.542,0.74,confident
ff,0.884,0.548,0.744,confident
thang,0.885,0.548,0.746,confident
meditation,0.89,0.548,0.737,confident
darkest,0.887,0.551,0.743,confident
lean,0.885,0.547,0.737,confident
outstanding,0.888,0.547,0.738,confident
flawless,0.887,0.549,0.736,confident
vow,0.884,0.548,0.738,confident
adjust,0.891,0.543,0.745,confident
competitive,0.892,0.544,0.737,confident
welcome,0.889,0.547,0.741,confident
xo,0.884,0.548,0.736,confident
dedicated,0.892,0.552,0.743,confident
achieve,0.892,0.546,0.745,confident
bruh,0.888,0.549,0.74,confident
bible,0.888,0.548,0.746,confident
rely,0.893,0.546,0.737,confident
compassion,0.891,0.549,0.741,confident
beauty,0.886,0.551,0.745,confident
your,0.887,0.548,0.742,confident
dealt,0.889,0.548,0.736,confident
follow,0.888,0.551,0.737,confident
gay,0.888,0.547,0.744,confident
fact,0.889,0.546,0.739,confident
relationships,0.889,0.552,0.739,confident
lesbians,0.884,0.544,0.739,confident
nothing,0.886,0.544,0.739,confident
privilege,0.893,0.546,0.74,confident
mag,0.887,0.547,0.741,confident
positivity,0.884,0.547,0.738,confident
gon,0.893,0.543,0.743,confident
undying,0.885,0.55,0.746,confident
mindfulness,0.888,0.544,0.74,confident
leader,0.893,0.549,0.739,confident
be,0.885,0.543,0.74,confident
imagination,0.884,0.552,0.744,confident
idc,0.886,0.545,0.743,confident
bounce,0.887,0.543,0.74,confident
envy,0.892,0.547,0.739,confident
bieber,0.883,0.543,0.74,confident
judge,0.892,0.543,0.742,confident
passionate,0.886,0.543,0.74,confident
secrets,0.89,0.543,0.74,confident
love,0.887,0.543,0.739,confident
intended,0.892,0.542,0.744,confident
timing,0.884,0.543,0.741,confident
counted,0.89,0.543,0.742,confident
worship,0.886,0.547,0.743,confident
ga,0.889,0.544,0.743,confident
worthy,0.891,0.544,0.739,confident
believed,0.884,0.545,0.741,confident
denied,0.889,0.552,0.745,confident
xxx,0.889,0.552,0.738,confident
promise,0.883,0.547,0.737,confident
succeed,0.888,0.547,0.741,confident
okay,0.888,0.549,0.743,confident
today,0.884,0.548,0.742,confident
him,0.886,0.547,0.745,confident
deepest,0.886,0.545,0.737,confident
remains,0.891,0.548,0.737,confident
sacrifice,0.886,0.544,0.744,confident
proverbs,0.884,0.544,0.739,confident
honesty,0.886,0.548,0.742,confident
godisgood,0.892,0.548,0.744,confident
eventually,0.89,0.544,0.746,confident
bff,0.888,0.542,0.742,confident
lies,0.891,0.548,0.742,confident
yoult,0.892,0.545,0.746,confident
underwrite,0.889,0.545,0.744,confident
truth,0.887,0.551,0.741,confident
exception,0.892,0.545,0.739,confident
protective,0.891,0.545,0.74,confident
heshe,0.884,0.546,0.74,confident
noworries,0.886,0.551,0.737,confident
admitted,0.892,0.549,0.74,confident
secure,0.883,0.545,0.745,confident
capacity,0.888,0.543,0.742,confident
self,0.888,0.547,0.74,confident
fade,0.885,0.545,0.742,confident
challenges,0.891,0.548,0.741,confident
minded,0.893,0.549,0.744,confident
recovery,0.888,0.546,0.743,confident
erased,0.886,0.547,0.744,confident
us,0.886,0.546,0.743,confident
partners,0.892,0.548,0.743,confident
supports,0.891,0.551,0.741,confident
homie,0.887,0.547,0.743,confident
worthy,0.883,0.544,0.737,confident
rejection,0.892,0.543,0.739,confident
courage,0.89,0.549,0.739,confident
strong,0.887,0.551,0.742,confident
achievement,0.892,0.551,0.745,confident
easiest,0.887,0.543,0.739,confident
gay,0.887,0.544,0.743,confident
matter,0.887,0.546,0.745,confident
prayer,0.886,0.544,0.738,confident
path,0.89,0.542,0.742,confident
truestory,0.885,0.545,0.743,confident
wot,0.89,0.55,0.744,confident
info,0.89,0.545,0.737,confident
morrow,0.886,0.55,0.738,confident
privacy,0.889,0.546,0.74,confident
true,0.89,0.548,0.746,confident
itshardformeto,0.891,0.547,0.743,confident
ada,0.89,0.544,0.739,confident
efforts,0.885,0.544,0.74,confident
attraction,0.888,0.55,0.741,confident
commitment,0.883,0.543,0.739,confident
wherever,0.884,0.543,0.736,confident
bullying,0.891,0.543,0.743,confident
addict,0.892,0.543,0.742,confident
identity,0.892,0.551,0.739,confident
hai,0.887,0.55,0.746,confident
earned,0.891,0.546,0.74,confident
truth,0.888,0.545,0.742,confident
earn,0.89,0.547,0.742,confident
think,0.893,0.544,0.737,confident
unification,0.892,0.55,0.744,confident
smaller,0.89,0.551,0.746,confident
mines,0.889,0.549,0.738,confident
believing,0.89,0.546,0.743,confident
insecure,0.885,0.545,0.74,confident
diversity,0.892,0.543,0.744,confident
get,0.886,0.552,0.742,confident
sur,0.891,0.551,0.742,confident
bitterness,0.889,0.55,0.74,confident
develop,0.89,0.551,0.742,confident
freely,0.884,0.543,0.741,confident
volunteer,0.887,0.543,0.741,confident
loyal,0.885,0.546,0.74,confident
clingy,0.888,0.549,0.741,confident
strength,0.889,0.545,0.738,confident
just,0.891,0.551,0.738,confident
urs,0.887,0.55,0.746,confident
jesus,0.886,0.545,0.738,confident
gud,0.89,0.55,0.741,confident
faith,0.885,0.548,0.742,confident
courage,0.889,0.544,0.739,confident
confession,0.888,0.542,0.744,confident
nolie,0.886,0.547,0.743,confident
ministry,0.89,0.55,0.737,confident
hashtag,0.886,0.548,0.737,confident
gratitude,0.889,0.543,0.746,confident
approval,0.892,0.547,0.739,confident
macklemore,0.891,0.55,0.743,confident
phase,0.885,0.547,0.744,confident
worry,0.891,0.544,0.741,confident
friendship,0.889,0.548,0.743,confident
faithful,0.886,0.543,0.745,confident
kids,0.883,0.549,0.746,confident
someday,0.887,0.546,0.744,confident
le,0.89,0.545,0.736,confident
spiritual,0.89,0.547,0.744,confident
diary,0.885,0.546,0.739,confident
ego,0.886,0.545,0.742,confident
necessarily,0.884,0.543,0.741,confident
slip,0.886,0.549,0.74,confident
reality,0.884,0.544,0.738,confident
understands,0.89,0.545,0.742,confident
determination,0.884,0.549,0.745,confident
fc,0.888,0.543,0.744,confident
moveon,0.889,0.551,0.745,confident
devil,0.886,0.551,0.74,confident
grace,0.884,0.55,0.741,confident
yr,0.893,0.542,0.738,confident
visiting,0.888,0.551,0.744,confident
strength,0.888,0.55,0.744,confident
rap,0.884,0.543,0.739,confident
hahahah,0.885,0.548,0.742,confident
doubt,0.887,0.543,0.744,confident
golden,0.889,0.551,0.739,confident
spoken,0.888,0.543,0.741,confident
shyt,0.889,0.551,0.738,confident
everlasting,0.889,0.552,0.74,confident
beautifully,0.885,0.544,0.738,confident
respected,0.893,0.547,0.737,confident
cherish,0.884,0.544,0.739,confident
urself,0.889,0.549,0.744,confident
mlk,0.889,0.549,0.743,confident
gal,0.886,0.543,0.74,confident
together,0.891,0.543,0.737,confident
drama,0.887,0.551,0.737,confident
ian,0.885,0.552,0.741,confident
admitting,0.886,0.547,0.741,confident
determine,0.891,0.551,0.74,confident
der,0.887,0.551,0.746,confident
shorty,0.892,0.549,0.746,confident
forgiving,0.888,0.549,0.736,confident
defeat,0.883,0.548,0.743,confident
present,0.883,0.542,0.739,confident
inspirational,0.888,0.543,0.745,confident
prayers,0.884,0.551,0.742,confident
leo,0.888,0.55,0.737,confident
justsayin,0.885,0.55,0.738,confident
inspiration,0.884,0.546,0.745,confident
promises,0.888,0.542,0.737,confident
ehh,0.886,0.551,0.744,confident
goals,0.888,0.548,0.746,confident
buh,0.885,0.55,0.744,confident
provide,0.883,0.551,0.737,confident
issues,0.883,0.546,0.746,confident
percentage,0.884,0.551,0.745,confident
lifestyle,0.89,0.547,0.746,confident
hope,0.891,0.548,0.745,confident
edited,0.884,0.547,0.745,confident
chandler,0.89,0.545,0.742,confident
classy,0.885,0.547,0.741,confident
never,0.885,0.543,0.743,confident
perfection,0.889,0.543,0.736,confident
betrayal,0.89,0.542,0.74,confident
matters,0.886,0.548,0.745,confident
naman,0.885,0.546,0.742,confident
inspirational,0.884,0.551,0.744,confident
includes,0.888,0.552,0.739,confident
different,0.892,0.55,0.741,confident
this,0.885,0.543,0.74,confident
tolerance,0.885,0.545,0.742,confident
meaningful,0.883,0.545,0.743,confident
healing,0.888,0.549,0.738,confident
situations,0.885,0.55,0.743,confident
feeling,0.884,0.549,0.741,confident
lens,0.887,0.549,0.741,confident
define,0.886,0.548,0.745,confident
taughtme,0.885,0.548,0.74,confident
inspiration,0.887,0.548,0.741,confident
toward,0.888,0.549,0.737,confident
noshame,0.888,0.546,0.738,confident
forgive,0.892,0.544,0.74,confident
psalm,0.89,0.547,0.742,confident
intention,0.884,0.551,0.742,confident
disagree,0.891,0.549,0.743,confident
me,0.889,0.552,0.738,confident
prove,0.885,0.545,0.745,confident
communication,0.889,0.55,0.744,confident
vote,0.885,0.548,0.746,confident
determination,0.891,0.544,0.743,confident
real,0.892,0.549,0.741,confident
creativity,0.887,0.546,0.743,confident
mistakes,0.886,0.545,0.745,confident
measure,0.884,0.542,0.745,confident
wig,0.888,0.552,0.742,confident
foster,0.884,0.551,0.738,confident
volunteers,0.884,0.551,0.744,confident
teaches,0.891,0.546,0.737,confident
marriage,0.892,0.549,0.742,confident
jealousy,0.892,0.55,0.737,confident
improvement,0.89,0.547,0.742,confident
word,0.885,0.552,0.746,confident
romans,0.892,0.544,0.744,confident
vulnerable,0.891,0.544,0.741,confident
identify,0.889,0.548,0.743,confident
strangely,0.891,0.552,0.739,confident
warden,0.892,0.547,0.744,confident
shines,0.893,0.55,0.745,confident
focus,0.889,0.55,0.742,confident
defeated,0.888,0.548,0.744,confident
improve,0.888,0.542,0.741,confident
authentic,0.888,0.546,0.744,confident
holla,0.893,0.544,0.744,confident
kindness,0.886,0.543,0.744,confident
conclusion,0.888,0.551,0.736,confident
greater,0.89,0.547,0.737,confident
respectful,0.89,0.543,0.746,confident
song,0.888,0.545,0.737,confident
paths,0.887,0.547,0.738,confident
everything,0.886,0.549,0.742,confident
jodie,0.888,0.543,0.741,confident
man,0.892,0.549,0.737,confident
knowledge,0.891,0.544,0.744,confident
idgaf,0.888,0.544,0.743,confident
positive,0.885,0.545,0.741,confident
henry,0.885,0.545,0.743,confident
spread,0.893,0.545,0.737,confident
shadow,0.886,0.546,0.739,confident
questioning,0.889,0.545,0.743,confident
deny,0.892,0.548,0.743,confident
dedication,0.889,0.543,0.739,confident
travel,0.889,0.547,0.746,confident
struggles,0.889,0.55,0.743,confident
expectations,0.889,0.547,0.744,confident
contains,0.885,0.542,0.744,confident
mention,0.885,0.549,0.739,confident
cutest,0.889,0.545,0.744,confident
junior,0.884,0.55,0.744,confident
dnt,0.883,0.543,0.741,confident
pls,0.883,0.544,0.737,confident
blessings,0.887,0.547,0.736,confident
bestfriend,0.886,0.549,0.743,confident
preparing,0.893,0.551,0.744,confident
rite,0.889,0.543,0.736,confident
females,0.892,0.546,0.737,confident
real,0.887,0.543,0.746,confident
loyal,0.886,0.545,0.744,confident
blake,0.888,0.551,0.74,confident
badass,0.891,0.545,0.742,confident
inner,0.884,0.543,0.74,confident
tha,0.888,0.549,0.746,confident
hi,0.888,0.55,0.744,confident
continue,0.885,0.548,0.744,confident
sweetheart,0.884,0.546,0.745,confident
concept,0.891,0.551,0.738,confident
success,0.886,0.543,0.743,confident
height,0.888,0.542,0.737,confident
simple,0.889,0.549,0.741,confident
weight,0.892,0.551,0.737,confident
lettinggo,0.888,0.546,0.74,confident
ones,0.885,0.551,0.737,confident
quality,0.887,0.546,0.741,confident
settle,0.883,0.55,0.741,confident
transgender,0.886,0.543,0.745,confident
teach,0.884,0.548,0.744,confident
vicar,0.889,0.548,0.738,confident
learning,0.89,0.543,0.744,confident
wud,0.888,0.544,0.743,confident
suggest,0.886,0.544,0.744,confident
promise,0.888,0.542,0.738,confident
trusts,0.89,0.543,0.745,confident
prepared,0.888,0.544,0.74,confident
confidence,0.89,0.546,0.742,confident
smile,0.886,0.552,0.744,confident
models,0.891,0.545,0.741,confident
realization,0.885,0.545,0.742,confident
feel,0.886,0.545,0.745,confident
failure,0.883,0.547,0.742,confident
loveyourself,0.89,0.546,0.741,confident
ahaha,0.89,0.552,0.741,confident
unknown,0.887,0.549,0.746,confident
humor,0.885,0.547,0.739,confident
appreciated,0.889,0.552,0.741,confident
awe,0.887,0.549,0.745,confident
lessons,0.888,0.547,0.74,confident
difficult,0.89,0.551,0.737,confident
bargaining,0.883,0.547,0.74,confident
asks,0.885,0.547,0.74,confident
tis,0.883,0.547,0.745,confident
doe,0.886,0.544,0.739,confident
difference,0.886,0.548,0.737,confident
religion,0.893,0.542,0.745,confident
the,0.892,0.545,0.738,confident
local,0.891,0.544,0.745,confident
frame,0.883,0.542,0.74,confident
understanding,0.89,0.546,0.739,confident
everything,0.891,0.543,0.737,confident
heart,0.892,0.546,0.743,confident
cocky,0.887,0.546,0.74,confident
avi,0.892,0.55,0.746,confident
joseph,0.889,0.544,0.744,confident
tribune,0.888,0.548,0.737,confident
juga,0.884,0.551,0.741,confident
facts,0.89,0.546,0.743,confident
ability,0.891,0.545,0.743,confident
seeking,0.892,0.551,0.742,confident
mountains,0.891,0.547,0.739,confident
future,0.887,0.546,0.739,confident
may,0.886,0.548,0.746,confident
helps,0.892,0.548,0.739,confident
continues,0.89,0.549,0.742,confident
treats,0.886,0.548,0.739,confident
strongly,0.891,0.542,0.738,confident
old,0.889,0.55,0.736,confident
cud,0.885,0.546,0.742,confident
permission,0.889,0.546,0.745,confident
assembly,0.891,0.547,0.742,confident
crib,0.89,0.546,0.737,confident
surrender,0.885,0.549,0.739,confident
ur,0.886,0.552,0.739,confident
tags,0.891,0.544,0.745,confident
soldier,0.891,0.545,0.74,confident
aint,0.89,0.552,0.737,confident
eachother,0.891,0.546,0.738,confident
thee,0.89,0.547,0.744,confident
fully,0.884,0.551,0.742,confident
dbt,0.889,0.55,0.736,confident
ll,0.89,0.542,0.737,confident
rights,0.884,0.547,0.744,confident
potential,0.888,0.551,0.741,confident
condition,0.884,0.545,0.742,confident
nohate,0.884,0.55,0.741,confident
shoulders,0.891,0.548,0.739,confident
pal,0.889,0.545,0.739,confident
us,0.89,0.544,0.742,confident
different,0.887,0.544,0.742,confident
di,0.885,0.545,0.745,confident
stalking,0.886,0.544,0.741,confident
finance,0.889,0.546,0.746,confident
celebration,0.89,0.549,0.739,confident
check,0.884,0.547,0.741,confident
university,0.892,0.544,0.737,confident
xx,0.887,0.544,0.736,confident
wonderstruck,0.892,0.542,0.741,confident
empowerment,0.885,0.549,0.745,confident
treatment,0.892,0.542,0.739,confident
president,0.891,0.542,0.744,confident
romney,0.885,0.551,0.742,confident
matthew,0.89,0.543,0.742,confident
merci,0.892,0.542,0.744,confident
need,0.891,0.55,0.741,confident
dem,0.892,0.545,0.745,confident
miracles,0.892,0.548,0.743,confident
life,0.893,0.55,0.742,confident
transfer,0.891,0.545,0.74,confident
means,0.886,0.544,0.74,confident
rolemodel,0.892,0.548,0.744,confident
speaks,0.885,0.547,0.741,confident
mo,0.884,0.544,0.744,confident
lives,0.885,0.549,0.74,confident
talented,0.893,0.547,0.737,confident
freedom,0.889,0.546,0.737,confident
suffering,0.893,0.549,0.737,confident
negative,0.884,0.546,0.739,confident
relief,0.886,0.544,0.743,confident
yo,0.884,0.544,0.743,confident
becomes,0.886,0.548,0.739,confident
awww,0.892,0.552,0.744,confident
grant,0.887,0.547,0.738,confident
victory,0.891,0.547,0.741,confident
cheated,0.89,0.548,0.745,confident
weigh,0.889,0.543,0.744,confident
crumpled,0.891,0.543,0.744,confident
time,0.889,0.549,0.74,confident
grateful,0.889,0.543,0.744,confident
option,0.883,0.549,0.744,confident
serve,0.892,0.543,0.738,confident
okay,0.893,0.545,0.739,confident
patient,0.888,0.544,0.743,confident
tutelage,0.893,0.548,0.742,confident
tunnel,0.888,0.549,0.74,confident
worth,0.886,0.545,0.742,confident
our,0.892,0.55,0.743,confident
arts,0.884,0.549,0.736,confident
gov,0.885,0.547,0.738,confident
desire,0.888,0.545,0.741,confident
havefaith,0.885,0.544,0.745,confident
reminding,0.888,0.55,0.744,confident
ba,0.891,0.548,0.739,confident
vibes,0.889,0.543,0.736,confident
design,0.886,0.55,0.737,confident
hurry,0.891,0.55,0.738,confident
agree,0.887,0.543,0.737,confident
respect,0.887,0.544,0.746,confident
awwww,0.885,0.549,0.74,confident
is,0.888,0.545,0.741,confident
enemies,0.884,0.55,0.744,confident
mitt,0.888,0.549,0.736,confident
learn,0.891,0.546,0.745,confident
master,0.885,0.549,0.738,confident
humanity,0.89,0.548,0.74,confident
deciding,0.887,0.547,0.744,confident
facing,0.886,0.55,0.745,confident
operation,0.885,0.548,0.743,confident
unsurpassed,0.891,0.548,0.742,confident
smart,0.888,0.542,0.744,confident
quote,0.891,0.543,0.745,confident
intelligent,0.888,0.547,0.744,confident
nov,0.885,0.546,0.745,confident
fears,0.892,0.545,0.739,confident
itsokay,0.884,0.543,0.742,confident
patience,0.887,0.551,0.741,confident
koo,0.89,0.545,0.743,confident
doin,0.884,0.545,0.741,confident
secret,0.886,0.548,0.743,confident
similar,0.886,0.551,0.744,confident
dreams,0.891,0.552,0.738,confident
dha,0.886,0.542,0.745,confident
original,0.883,0.551,0.741,confident
reminder,0.891,0.548,0.744,confident
afraid,0.892,0.543,0.741,confident
successful,0.886,0.543,0.745,confident
sexual,0.888,0.552,0.743,confident
nah,0.891,0.546,0.743,confident
belief,0.889,0.543,0.739,confident
madness,0.889,0.551,0.739,confident
artists,0.89,0.543,0.738,confident
further,0.888,0.542,0.744,confident
procrastination,0.883,0.542,0.737,confident
give,0.891,0.545,0.738,confident
happiness,0.888,0.551,0.739,confident
trophy,0.89,0.547,0.74,confident
pake,0.892,0.543,0.743,confident
thx,0.887,0.552,0.739,confident
favs,0.888,0.547,0.745,confident
cared,0.883,0.549,0.742,confident
ori,0.892,0.548,0.741,confident
sooner,0.884,0.542,0.746,confident
true,0.888,0.543,0.741,confident
caffeine,0.893,0.545,0.74,confident
nojudgement,0.891,0.543,0.744,confident
accomplish,0.887,0.55,0.738,confident
handsome,0.888,0.542,0.74,confident
loser,0.885,0.548,0.742,confident
wishes,0.892,0.551,0.741,confident
stands,0.887,0.552,0.743,confident
sharing,0.885,0.542,0.742,confident
bbw,0.886,0.544,0.745,confident
molly,0.886,0.547,0.737,confident
choose,0.891,0.544,0.741,confident
congrats,0.892,0.545,0.742,confident
hearts,0.889,0.544,0.741,confident
mistake,0.885,0.548,0.737,confident
asd,0.892,0.551,0.739,confident
truce,0.887,0.547,0.74,confident
magical,0.892,0.548,0.737,confident
sin,0.891,0.546,0.741,confident
k,0.889,0.552,0.744,confident
truck,0.891,0.547,0.741,confident
ladies,0.889,0.547,0.742,confident
cross,0.886,0.548,0.744,confident
upright,0.891,0.55,0.738,confident
example,0.892,0.551,0.737,confident
loyalty,0.887,0.549,0.745,confident
noh,0.891,0.551,0.742,confident
sist,0.883,0.552,0.743,confident
np,0.885,0.549,0.745,confident
tradesmen,0.886,0.551,0.737,confident
creating,0.885,0.55,0.741,confident
maturity,0.89,0.543,0.738,confident
appreciate,0.889,0.546,0.737,confident
angels,0.887,0.549,0.741,confident
sir,0.89,0.549,0.741,confident
foot,0.887,0.546,0.74,confident
chosen,0.892,0.549,0.742,confident
gospel,0.888,0.545,0.737,confident
letter,0.884,0.545,0.746,confident
artist,0.889,0.551,0.74,confident
